second,time,loudness_db,onset,centroid_hz,flatness,zcr,low_db,low_onset,center_db,noncenter_db,impact_score,drum_score,swell_score,harsh_score,barrage_score,burden,center_advantage_db,timestamp
28,28.496000000000002,-39.81040346622467,0.9426481490954757,727.4575842875844,0.00040590801881990046,0.0503387451171875,-40.64096200466156,0.2440303759649396,-38.41014552116394,-44.7956737279892,0.03967777796172187,-0.5467355390849684,-0.132482031467815,-0.3401318131021408,-0.5934616047498997,0.22777989785690483,6.385528206825256,00:00:28.00
29,29.504,-39.245748581424834,0.9151156977299721,830.6794321057964,0.00045665322179575603,0.060326360887096774,-40.37803502236643,0.25540123399226894,-36.12062737249559,-45.77263899772398,0.05444751615536779,-0.5384603150487443,-0.10879404828089248,-0.22716812002460343,-0.5509707916328763,0.23323581119094003,9.65201162522839,00:00:29.00
30,30.496,-39.94653037286574,0.6877733536304966,612.5027556289924,0.0002607013124244047,0.018617691532258066,-40.399190348963586,0.19718471049301087,-41.85317267141035,-46.284510581724106,-0.3427918279013975,-0.5366045834113824,-0.01564051684178927,-0.5654575662395466,-0.5668274127240404,0.2123469933374122,4.4313379103137605,00:00:30.00
31,31.487999999999996,-39.79313019783266,0.6721508108800457,667.611360244488,0.00032729731878310803,0.02327998991935484,-40.254903854862334,0.191573130507623,-41.79100664200321,-45.89254809964088,-0.33838520982528275,-0.5235746507000286,-0.011118757621773799,-0.508224639257083,-0.5816610182717948,0.2142832343517374,4.101541457637664,00:00:31.00
32,32.495999999999995,-39.66554415225983,0.9442275809124112,915.4222221844338,0.001069735860255605,0.0581817626953125,-40.86726438999176,0.28992526140064,-36.92533087730408,-46.60147964954376,0.11494307540608165,-0.551743724852445,-0.13426619663347442,-0.16166320367344963,-0.5804733260505225,0.23369065896418428,9.676148772239685,00:00:32.00
33,33.504,-44.316772583992254,0.7844971091516556,900.2202982529523,0.001150790144756977,0.09100932459677419,-47.900098000803304,0.21228303471880575,-40.898518223916334,-48.96307397657825,-0.11620152226677659,-0.7634238208844482,-0.0648637782772006,-0.07757037026655503,-0.6559671654869287,0.199831918361122,8.06455575266192,00:00:33.00
34,34.496,-51.546083019625755,0.5886275537552372,656.8187001927716,0.0004369509068407839,0.06355531754032258,-56.49725021854524,0.14185759617436317,-53.6200438468687,-53.704257103704634,-0.5817512473267403,-0.8996164748479695,-0.0008954757078651966,-0.49895228102938544,-0.6597360628396399,0.15964786645122397,0.0842132568359375,00:00:34.00
35,35.48800000000001,-51.38478026851531,0.6846322446100174,811.9068091402246,0.00048711593544501213,0.08411038306451613,-56.489044189453125,0.19912743760693458,-53.63865501649918,-54.65046876476657,-0.3977066329075283,-0.36104845183197276,-0.024368065704408755,-0.3147842628037423,-0.24675611298968259,0.24073836916726638,1.011813748267389,00:00:35.00
36,36.495999999999995,-40.97107255458832,1.4844642258249223,1130.7061081170075,0.0015547472894468228,0.11541748046875,-45.917932748794556,0.5714008309878409,-34.09036523103714,-50.49690306186676,0.8842597658220186,0.23153258498345497,-0.4667837492193478,0.2384362641183219,0.48126496358375764,0.4007770871131481,16.40653783082962,00:00:36.00
37,37.504,-41.76144458401588,1.7805963610449145,2089.9967402812645,0.05764749444525449,0.1497133316532258,-44.929966095955145,0.4840580726102475,-32.845506114344445,-51.18914844143775,2.760069919273595,0.41872322295624587,-0.6718173778734096,4.6178573261333264,0.9130156072903838,0.5081529387862289,18.34364232709331,00:00:37.00
38,38.496,-44.09407683341734,2.1474267816351307,2371.0892642631816,0.06456305555278255,0.15426537298387097,-46.62934592462355,0.41393657196913997,-35.15657037304294,-50.70023887388168,3.3966745735471617,0.23574995631128254,-0.8376849208278583,5.20359468442455,0.9079171673702126,0.49641334216195154,15.543668500838741,00:00:38.00
39,39.48800000000001,-49.1931149882655,1.2298471466187508,998.5598444083278,0.010933546654761754,0.044213079637096774,-50.00890153454196,0.20644223161282077,-51.766285188736454,-50.949579054309474,0.5295986550359518,-0.3835061005183412,-0.36295532609009884,0.3145275673591366,0.49969776701705704,0.3289550975173804,-0.8167061344269784,00:00:39.00
40,40.495999999999995,-48.47667145729065,0.7094985321164131,486.8563468837498,0.00020529196535790106,0.0219268798828125,-49.133487820625305,0.1937988072168082,-61.01479959487915,-49.40769565105438,-0.48359183859077914,-0.5181042708777736,-0.01920723687215364,-0.7539608506517146,0.09576940924059925,0.22066299332224068,-11.607103943824768,00:00:40.00
41,41.504,-48.36896145728327,1.471920877214401,1295.6498268228222,0.017810865393614456,0.07098979334677419,-50.671666668307395,0.3174773442649072,-48.339857655186805,-50.90733841926821,1.096668586178756,-0.6486673941573285,-0.47505770294022803,1.0666841427657685,-0.11444593562555884,0.27990236904106003,2.567480764081401,00:00:41.00
42,42.496,-45.86152968868132,1.0732911700202572,1019.0273360046812,0.006774813184634813,0.05867250504032258,-48.86912536621094,0.26769363711918553,-48.07952745499149,-48.94849481890279,0.3240547870304231,-0.45147250279118684,-0.22161250479947345,0.17236276004842507,-0.308194601323665,0.2800355221101999,0.8689673639112904,00:00:42.00
43,43.48800000000001,-42.09848674651115,0.9528838703709264,865.5020133394902,0.0021128906312608913,0.06903666834677419,-45.66523779592207,0.36919238442374813,-46.13928493376701,-45.59159186578566,0.1100953631505666,-0.39425037054475426,-0.12073430602821242,-0.10274431867407655,-0.27252145788382287,0.27258942356412447,-0.5476930679813508,00:00:43.00
44,44.495999999999995,-31.151224195957184,0.7552661532536149,662.4930777684509,0.0003751434455807612,0.026702880859375,-31.557484805583954,0.32258450146764517,-43.37777495384216,-32.339113652706146,-0.09271554495884902,-0.08517131868547953,-0.04308758965523589,-0.3499344252772395,-0.35327336496231376,0.2737929143531091,-11.038661301136017,00:00:44.00
45,45.504,-41.690015731319306,0.6547188537736093,676.9624491041775,0.00040782845274905764,0.04991494455645161,-43.172804678640055,0.2373804921104062,-49.53242911061933,-42.71240517400926,-0.35348249497636713,-0.5053869911231347,-0.012007264124810547,-0.3977048423675381,-0.7116128143280103,0.20551175790230336,-6.820023936610068,00:00:45.00
46,46.496,-46.61174958752048,0.6675557138458375,704.0675161938525,0.0006771494414762504,0.05977507560483871,-49.00331780218309,0.20070066855799767,-50.30387558475618,-48.44764155726279,-0.39318250139868016,-0.8286367585178875,-0.003828807133823881,-0.3977995293017095,-0.8567838606019543,0.16732805366390566,-1.8562340274933846,00:00:46.00
47,47.48800000000001,-47.80050585346837,0.6784592857283931,814.0574431632555,0.0012839679801536182,0.058325982862903226,-49.971245427285474,0.20478026520821355,-49.49636557794386,-49.737854865289506,-0.3603484096669633,-0.8446927477293039,-0.004627099142001261,-0.32930556758361146,-0.8670059375145721,0.1646663547590877,0.24148928734564012,00:00:47.00
48,48.495999999999995,-47.8029580116272,0.7597541753202677,881.2014460690173,0.002178237344196532,0.062408447265625,-49.9026563167572,0.24755208333954215,-50.58548164367676,-48.70559000968933,-0.2201149168654794,-0.8189317617614017,-0.027963091126335778,-0.21620698639809302,-0.8269306590227701,0.17317644511809,-1.8798916339874268,00:00:48.00
49,49.504,-47.03394526820029,0.7561635903773769,810.5799734197749,0.0017040249489758525,0.05383694556451613,-48.54293232579385,0.2699822048025747,-50.29182015695879,-47.50395965576172,-0.250566219396984,-0.7377450070134298,-0.024025169388529312,-0.31262089532004195,-0.7579200904086806,0.17733875912803657,-2.7878605011970765,00:00:49.00
50,50.496,-46.716796751945246,0.7929216286828441,727.1611345476716,0.0013826407751278771,0.045882686491935484,-47.71839941701582,0.2430735038172814,-51.06737358339371,-46.62931466871692,-0.23839259284872394,-0.6726508104450657,-0.046667064251045984,-0.4094723834204629,-0.6603671463282219,0.18892853226148915,-4.438058914676789,00:00:50.00
51,51.48800000000001,-44.749960253315585,0.8761745729754048,799.3154150367765,0.0017205974943335018,0.042464717741935484,-45.489327461488784,0.2776472640614356,-50.04417542488344,-44.34666996617471,-0.08411189722899584,-0.541735269595333,-0.10946855082417278,-0.33599783337428485,-0.475791784299559,0.226356915435602,-5.697505458708732,00:00:51.00
52,52.495999999999995,-43.54996359348297,1.0769923841580749,1053.027756746091,0.005099603586131707,0.06134033203125,-44.835583090782166,0.2716057891957462,-47.786036014556885,-43.775659799575806,0.34058812915568487,-0.3767335009023793,-0.21985356393741262,0.12806432947436516,-0.2893891699194679,0.28327918805617164,-4.010376214981079,00:00:52.00
53,53.504,-39.19893289381458,1.1433292560039028,1260.3069209896164,0.012458686010851976,0.07752646169354839,-41.31035773984848,0.374370783086746,-44.238409842214274,-39.94294800296907,0.7271738740842497,-0.10754564187250765,-0.24196501879378346,0.8731388060725777,-0.09352485868445932,0.3523003373570006,-4.2954618392452115,00:00:53.00
54,54.496,-31.138792161018618,1.0885336245259931,1132.3385901742104,0.006723740776520102,0.05415196572580645,-32.42372691246771,0.4327991369270509,-38.28036535939863,-31.40931640132781,0.6036687793504093,0.33871695855566025,-0.2019326655516323,0.44251928150734826,0.03175346263214761,0.40203938704931774,-6.8710489580708165,00:00:54.00
55,55.48800000000001,-28.902091241651966,1.002562851675095,1185.581834791777,0.010523445754041594,0.07223412298387097,-31.64923797115203,0.4335330984284801,-33.57280085163732,-29.978998553368353,0.6558346936503644,0.4800751305148229,-0.14318598863608456,0.8484121648468315,0.12695633610589982,0.437346456966269,-3.5938022982689644,00:00:55.00
56,56.495999999999995,-25.473429799079895,0.9616163317114115,1280.1184870993452,0.016063552408013493,0.087127685546875,-29.932280659675598,0.4651085399091244,-28.97732025384903,-27.279867470264435,0.8271300608632017,0.5576395343344878,-0.10683101635342845,1.3947253884074553,0.4294892879919404,0.4752180517619649,-1.6974527835845947,00:00:56.00
57,57.504,-33.09166508336221,0.8562847807282402,1876.529176631123,0.05227122591027329,0.12933152721774194,-35.63935661315918,0.27361225266189826,-31.156189395535378,-39.325372080649096,1.5813455550743856,0.3120848720767545,-0.16549428840417177,4.193567894849738,0.42261445329336805,0.4881883548160854,8.169182685113721,00:00:57.00
58,58.496,-50.30616206507529,2.0111917449582006,3333.1535375974095,0.21220321248796198,0.3664944556451613,-58.24544451313634,0.37048227508221904,-40.650636919083134,-61.98297352944651,6.918491407694482,-0.5183822876166673,-0.7792245578949673,16.491184659007644,0.47883384376539695,0.41765958293946864,21.332336610363377,00:00:58.00
59,59.48800000000001,-57.20874638711253,0.7299529929314891,980.399099144582,0.0059740313388887915,0.047946068548387094,-58.54407636580929,0.2084900039818979,-52.56954463835685,-60.056996130174205,-0.31821239122222555,-0.7086228103475236,-0.07186993471436873,-0.13798727396909116,-0.2215600502938823,0.2592542273774903,7.487451491817351,00:00:59.00
60,60.480969696969694,-55.83908994270094,1.08664317835461,1365.5419162583369,0.01467986285658271,0.05264559659090909,-56.723927353367664,0.24794126189116275,-57.00557824337121,-56.254743287057586,0.4321907246068342,-0.7589485298463022,-0.28113514940525564,0.6799139210479059,0.022677835776242997,0.22875283475233055,-0.7508349563136245,00:01:00.00
61,61.504,-58.47898913967994,0.7401772756730357,835.7451197054367,0.004732772167171201,0.04337827620967742,-59.67913523027974,0.25297393481577596,-59.40867959299395,-59.38808391940209,-0.39557548640092344,-0.8783042805180173,-0.020133653417355225,-0.33576747289646763,-0.3176334686878228,0.21099536898882668,-0.02059567359185988,00:01:01.00
62,62.496,-56.28062931183846,1.683911701363902,2535.2932886911717,0.15202023230132558,0.22563319052419356,-60.615427940122544,0.377222528861415,-49.93908506824124,-60.83137905982233,4.712118131307229,-0.9071091798626176,-0.6501195692434097,11.282470376837516,0.23968537646498417,0.2838893770859964,10.892293991581086,00:01:02.00
63,63.488,-61.14666452715474,1.189383775957169,1708.7698666820022,0.05403625968873741,0.10557900705645161,-62.641863546063824,0.2455917683339888,-57.06207226168725,-62.317273785991055,1.4973466393303128,-0.9345533235403175,-0.3098151766227932,3.654373439314209,-0.0729036309203483,0.30094335348954027,5.255201524303805,00:01:03.00
64,64.496,-57.69149672985077,1.1689990190789104,2651.387497853108,0.12305101484525949,0.232757568359375,-60.82057201862335,0.31800311291590333,-52.51036870479584,-60.622583746910095,3.456271452027835,-0.7681983321055613,-0.3027697614721858,9.416370527237746,0.42085716258106143,0.3357064510604823,8.112215042114258,00:01:04.00
65,65.504,-58.16645837599231,1.2700456467366987,1345.4493509752308,0.03786908288396174,0.08034589213709678,-59.55999645110099,0.3625903336271163,-58.754359829810355,-59.422281203731416,1.1626512296578075,-0.31875337874386667,-0.3064483643914665,2.318243252089101,-0.04867244372182393,0.2999732618818116,0.667921373921056,00:01:05.00
66,66.49600000000001,-53.71756116805538,1.6477987900857003,2195.9317546065527,0.1033563751111468,0.19085496471774194,-58.528886118242816,0.673067849970633,-49.60898731600854,-59.670105349633005,3.499195246679161,-0.30072438004691365,-0.5677593308760882,7.732863438482163,0.15391190194635337,0.3573249728981559,10.061118033624464,00:01:06.00
67,67.488,-56.190214464741366,0.7309323929009899,1463.920119290676,0.038625974546096495,0.09508883568548387,-58.69562936598255,0.2597529301720281,-51.00321763561618,-59.89734625047253,0.6046774229469378,-0.3418691722898456,-0.07364781143030207,2.5323907027904964,-0.15801742903128382,0.3070866173694133,8.894128614856351,00:01:07.00
68,68.496,-57.06590783596039,0.9559780741110444,1676.0757633545177,0.02236065233955742,0.086822509765625,-57.88884937763214,0.23417956288903952,-59.56354749202728,-57.625646233558655,0.5436748900305246,-0.2957536236560149,-0.14982144145794934,1.49552149599448,-0.11038526604766828,0.27187961395078575,-1.937901258468628,00:01:08.00
69,69.50399999999999,-58.38607837307838,0.9823402916231463,1061.7900019056842,0.013111595590148241,0.05719191028225806,-59.58716632473853,0.26847875598938237,-59.59563913652974,-59.2427613043016,0.15956302073786846,-0.7315772319232697,-0.15251774689832442,0.40568612761854184,-0.40851176651779536,0.236759339628095,-0.3528778322281376,00:01:09.00
70,70.49600000000001,-56.68606604299238,1.1029431848756728,1492.8709898231332,0.04462721384686207,0.10222404233870967,-58.910899623747795,0.4169994304257055,-54.78993545040007,-59.33278286841608,1.1978895049401244,-0.6773470155089063,-0.2739020506204832,2.9748573203735904,-0.3207590339324118,0.24244159822269454,4.542847418016003,00:01:10.00
71,71.488,-58.605074728688884,1.186684242179317,1188.9967518164665,0.014367029438876817,0.05465599798387097,-60.03491715461977,0.3498215401364911,-58.479420446580455,-59.61963862757529,0.4604112736950586,-0.5742587764587627,-0.31465011587080793,0.5364765469252213,-0.016551964829278402,0.23566673016494294,1.1402181809948337,00:01:11.00
72,72.496,-59.26645350456238,0.9229385564103723,1161.1888017330295,0.012535670142824529,0.0599212646484375,-60.491679668426514,0.24613586999475956,-61.68464708328247,-59.922868847846985,0.08825075830542692,0.002107807932355944,-0.1119223469979525,0.4155408831985823,0.31844451778530186,0.32287635566394246,-1.7617782354354858,00:01:12.00
73,73.50399999999999,-53.3456777757214,2.594412815907309,1997.316580055611,0.07357996871935264,0.13245022681451613,-56.51869558518933,0.680672116337284,-45.87884792204826,-58.925448509954634,3.870090196593417,0.438344120738837,-1.2215213758571692,5.362768737350666,0.8564808510868614,0.4583210658932265,13.046600587906376,00:01:13.00
74,74.49600000000001,-54.4438362121582,1.6333947859464153,1629.6022866804924,0.046019324063954335,0.09352948588709678,-58.11822780486076,0.7947761880293969,-52.52287895448746,-58.197122758434666,1.932548254778781,0.4262862300758169,-0.6122086309795888,3.129195982453085,0.8424931618334133,0.478222865077545,5.674243803947203,00:01:14.00
75,75.488,-55.31943622712166,1.4054602985420535,2990.075458893394,0.14999388602952804,0.18885458669354838,-57.92722517444241,0.32704468768450523,-51.31054798249276,-57.38257094352476,4.411792835444186,0.32477023298377317,-0.45408813011136945,11.206435045181435,1.1787496850561465,0.5081123707271483,6.0720229610320064,00:01:15.00
76,76.496,-56.1185519695282,1.4972298284992576,2095.67710286757,0.07746143167241826,0.1045379638671875,-57.84983944892883,0.32066032756119967,-52.85502648353577,-57.37488782405853,2.5692394283328674,-0.4104256281693711,-0.4894794402942531,5.487967025564792,0.5991511722156322,0.39232479523800534,4.519861340522766,00:01:16.00
77,77.504,-56.66791288314327,0.8894769030232583,866.1531727134999,0.003842074574241715,0.03912550403225806,-57.59056103614069,0.2605959354869781,-56.462585572273504,-57.13854488249748,-0.20237564042620176,-0.7783356556892443,-0.11886796324629814,-0.3717157977187582,-0.12208135931119841,0.23004108353051186,0.6759593102239794,00:01:17.00
78,78.496,-56.87475819741526,1.1807019849938731,1053.7112536861869,0.009687701921774856,0.050103956653225805,-58.12939748456401,0.3260365349631156,-54.0762939453125,-57.960450203188,0.33799904427421057,-0.8754447834919288,-0.34091691230969917,0.16254427798841906,-0.2881236561073034,0.18494545550982286,3.884156257875504,00:01:18.00
79,79.488,-57.20599709787676,0.9262741390735872,839.4313199111141,0.003250241069303405,0.04566217237903226,-58.37147841915007,0.27783596611792044,-56.223423988588394,-57.838533832180886,-0.17819902457263964,-0.8553539719378785,-0.14155108274698947,-0.4010072982897519,-0.5664174114728269,0.16930099919408964,1.61510984359249,00:01:19.00
80,80.496,-56.178789377212524,1.1216624733060598,1702.8554828047945,0.07168225330315181,0.12176513671875,-57.969786524772644,0.3222328433766961,-53.991586327552795,-57.45782721042633,1.907572543936382,-0.9080256332388099,-0.2315538954139625,4.991324083552909,-0.30686150113475175,0.2457968821243087,3.466240882873535,00:01:20.00
81,81.504,-51.80818287018807,0.7464337570051993,1211.7833453490389,0.017835802910286153,0.05375819052419355,-52.49288632792811,0.27310061839319044,-58.557405164164884,-51.799964412566155,0.1183998730448677,-0.5094298077036389,-0.057205419351592596,0.8858079458395649,-0.2674662670308882,0.25633364341865744,-6.757440751598727,00:01:21.00
82,82.496,-48.596419549757435,1.0152837547563738,692.6732595726144,0.0009056960416567181,0.02127961189516129,-48.95044388309602,0.2889641148428763,-61.54909232354933,-48.243102165960494,-0.04854297461570267,-0.30186797052624637,-0.19168262613970122,-0.6104052169631626,-0.26319141196577545,0.24219601289151682,-13.305990157588836,00:01:22.00
83,83.488,-50.71304567398563,1.382531131948194,963.0388253992046,0.005265718098774913,0.03039944556451613,-51.55528050084268,0.5291601731892555,-55.28032155190745,-50.80058891542496,0.5381429705520115,-0.3765410496051803,-0.45817270741255,-0.17468921646934346,-0.1876900795154752,0.255574099016144,-4.479732636482485,00:01:23.00
84,84.496,-52.20623576641083,1.1784303355962038,1441.652859929783,0.032665299617292476,0.070343017578125,-53.141570806503296,0.3266472010873258,-56.10095155239105,-52.42370522022247,1.0440604030261593,-0.35466061227279566,-0.2809545271098339,2.065870114371195,0.0044659870967760215,0.28222769423488747,-3.677246332168579,00:01:24.00
85,85.504,-53.79633417437154,1.1585916799883689,1823.6913173189782,0.04251323092443448,0.09893208165322581,-55.31399413078062,0.29925540954835955,-53.78145365561208,-54.87191107965285,1.343259367500395,-0.6485253022078087,-0.289311192429754,3.0282054607332585,0.07901292000516344,0.31450684106611965,1.0904574240407636,00:01:25.00
