type,start_seconds,end_seconds,start,end,duration,score,loudness_db,low_db,center_advantage_db
IMPACT,111.168,111.168,00:01:51.17,00:01:51.17,0.0,18.303395304023034,-49.759769439697266,-70.42413330078125,35.45336151123047
HARSH,111.424,111.424,00:01:51.42,00:01:51.42,0.0,36.16597808488716,-60.7143440246582,-71.51841735839844,23.28887176513672
SWELL,111.904,111.904,00:01:51.90,00:01:51.90,0.0,0.0,-63.951255798339844,-70.83846282958984,9.89324951171875
IMPACT,112.032,112.032,00:01:52.03,00:01:52.03,0.0,14.288496841334403,-47.287296295166016,-65.38331604003906,30.64185333251953
IMPACT,113.152,113.152,00:01:53.15,00:01:53.15,0.0,15.518575278895296,-46.193904876708984,-62.03792953491211,23.62482452392578
HARSH,114.75200000000001,114.75200000000001,00:01:54.75,00:01:54.75,0.0,16.964105167809908,-49.51860427856445,-64.42361450195312,22.55447769165039
IMPACT,115.03999999999999,115.03999999999999,00:01:55.04,00:01:55.04,0.0,12.97106062845405,-37.743167877197266,-62.04103469848633,34.486083984375
SWELL,116.96000000000001,116.96000000000001,00:01:56.96,00:01:56.96,0.0,0.0,-53.740272521972656,-56.303375244140625,-25.436752319335938
IMPACT,119.2,119.2,00:01:59.20,00:01:59.20,0.0,11.379652653622028,-42.62693786621094,-53.91889953613281,21.004562377929688
IMPACT,120.736,120.736,00:02:00.74,00:02:00.74,0.0,10.611947640305493,-38.940670013427734,-42.07301330566406,6.420597076416016
SWELL,122.4,122.4,00:02:02.40,00:02:02.40,0.0,0.0,-32.664363861083984,-37.9216423034668,8.274017333984375
SWELL,127.424,127.424,00:02:07.42,00:02:07.42,0.0,0.0,-36.22650146484375,-41.65032958984375,2.757312774658203
SWELL,132.48,132.48,00:02:12.48,00:02:12.48,0.0,0.0,-38.475868225097656,-40.57063674926758,-5.4286346435546875
RECOVERY,132.544,139.072,00:02:12.54,00:02:19.07,6.527999999999992,-0.21961035658423067,-38.461550903320315,-38.99335561612757,-18.568938892643626
SWELL,137.536,137.536,00:02:17.54,00:02:17.54,0.0,0.0,-37.76863098144531,-37.94923782348633,-25.659934997558594
HARSH,141.824,141.824,00:02:21.82,00:02:21.82,0.0,14.822028467634143,-40.05229568481445,-43.7204704284668,14.892257690429688
IMPACT,142.272,142.272,00:02:22.27,00:02:22.27,0.0,9.989662200869276,-40.423240661621094,-44.53862762451172,11.20846939086914
SWELL,142.528,142.528,00:02:22.53,00:02:22.53,0.0,0.0,-47.534454345703125,-48.90528106689453,-10.399494171142578
IMPACT,143.008,143.008,00:02:23.01,00:02:23.01,0.0,8.80426013386156,-45.850181579589844,-48.94437789916992,8.609947204589844
IMPACT,146.464,146.464,00:02:26.46,00:02:26.46,0.0,13.080200559284917,-35.85830307006836,-36.02178192138672,-5.165721893310547
IMPACT,147.456,147.456,00:02:27.46,00:02:27.46,0.0,10.92753488333893,-46.912330627441406,-47.84865951538086,2.5969886779785156
SWELL,147.712,147.712,00:02:27.71,00:02:27.71,0.0,0.0,-42.32551193237305,-42.53303146362305,-8.507530212402344
IMPACT,151.2,151.2,00:02:31.20,00:02:31.20,0.0,9.833665661684776,-38.382389068603516,-39.14781188964844,-2.3816261291503906
SWELL,152.768,152.768,00:02:32.77,00:02:32.77,0.0,0.0,-38.30144500732422,-38.39681625366211,-33.073814392089844
IMPACT,153.184,153.184,00:02:33.18,00:02:33.18,0.0,10.236927554705998,-39.73637008666992,-40.28316116333008,-0.561614990234375
IMPACT,154.528,154.528,00:02:34.53,00:02:34.53,0.0,8.92844849624281,-37.51396179199219,-37.548648834228516,-12.699321746826172
IMPACT,156.704,156.704,00:02:36.70,00:02:36.70,0.0,13.26967699171989,-47.16350173950195,-50.96542739868164,11.657508850097656
SWELL,157.824,157.824,00:02:37.82,00:02:37.82,0.0,0.0,-50.16056442260742,-50.81583023071289,-11.69171142578125
IMPACT,159.008,159.008,00:02:39.01,00:02:39.01,0.0,17.764992773129208,-29.963638305664062,-40.63079833984375,32.2163028717041
SWELL,162.816,162.816,00:02:42.82,00:02:42.82,0.0,0.0,-36.39093780517578,-36.70315170288086,-23.293399810791016
SWELL,167.872,167.872,00:02:47.87,00:02:47.87,0.0,0.0,-47.540435791015625,-47.862449645996094,-7.561302185058594
IMPACT,168.928,168.928,00:02:48.93,00:02:48.93,0.0,9.702618705803873,-49.58417510986328,-52.475242614746094,11.211692810058594
HARSH,169.792,169.792,00:02:49.79,00:02:49.79,0.0,13.088717695874369,-49.607444763183594,-51.78013229370117,7.774486541748047
IMPACT,169.792,169.792,00:02:49.79,00:02:49.79,0.0,12.595787476590086,-49.607444763183594,-51.78013229370117,7.774486541748047
IMPACT,170.656,170.656,00:02:50.66,00:02:50.66,0.0,10.27924559897356,-50.39714813232422,-51.725624084472656,4.946651458740234
SWELL,172.864,172.864,00:02:52.86,00:02:52.86,0.0,0.0,-43.780521392822266,-52.561614990234375,22.251083374023438
IMPACT,176.192,176.192,00:02:56.19,00:02:56.19,0.0,16.156362711319158,-45.442909240722656,-54.21884536743164,20.509124755859375
IMPACT,177.05599999999998,177.05599999999998,00:02:57.06,00:02:57.06,0.0,17.09406416050902,-34.32880783081055,-42.836246490478516,29.450777053833008
SWELL,177.856,177.856,00:02:57.86,00:02:57.86,0.0,0.0,-47.29480743408203,-50.572914123535156,15.72567367553711
HARSH,177.92000000000002,177.92000000000002,00:02:57.92,00:02:57.92,0.0,23.350103305083003,-46.61097717285156,-54.841156005859375,18.139877319335938
IMPACT,178.4,178.4,00:02:58.40,00:02:58.40,0.0,17.080826690651854,-43.396217346191406,-50.20756530761719,20.878311157226562
IMPACT,181.728,181.728,00:03:01.73,00:03:01.73,0.0,11.372758628944425,-39.243045806884766,-40.62870407104492,2.8020896911621094
HARSH,182.72,182.72,00:03:02.72,00:03:02.72,0.0,16.86299668732237,-37.85675048828125,-39.70063400268555,9.028192520141602
SWELL,182.976,182.976,00:03:02.98,00:03:02.98,0.0,0.0,-40.01749038696289,-40.75410842895508,-0.7947540283203125
SWELL,188.032,188.032,00:03:08.03,00:03:08.03,0.0,0.0,-37.03312301635742,-38.508827209472656,5.988748550415039
RECOVERY,191.04,199.10399999999998,00:03:11.04,00:03:19.10,8.063999999999993,-0.2447018521554289,-37.271134372756414,-40.183705582449086,-8.820813386336617
SWELL,193.088,193.088,00:03:13.09,00:03:13.09,0.0,0.0,-36.219482421875,-41.19083786010742,-10.6448974609375
SWELL,198.176,198.176,00:03:18.18,00:03:18.18,0.0,0.0,-39.57854080200195,-41.230751037597656,-22.86263656616211
SWELL,203.328,203.328,00:03:23.33,00:03:23.33,0.0,0.0,-39.70205307006836,-40.934810638427734,-23.39659881591797
SWELL,208.32,208.32,00:03:28.32,00:03:28.32,0.0,0.0,-38.480220794677734,-39.738037109375,-21.917613983154297
SWELL,213.344,213.344,00:03:33.34,00:03:33.34,0.0,0.0,-32.034706115722656,-32.368690490722656,-27.340293884277344
SWELL,218.464,218.464,00:03:38.46,00:03:38.46,0.0,0.0,-37.10966491699219,-39.08950424194336,-19.09640884399414
SWELL,223.552,223.552,00:03:43.55,00:03:43.55,0.0,0.0,-30.294879913330078,-30.4552001953125,-24.664100646972656
IMPACT,224.16,224.16,00:03:44.16,00:03:44.16,0.0,9.834837520345353,-33.69020080566406,-34.895477294921875,-7.157497406005859
SWELL,228.608,228.608,00:03:48.61,00:03:48.61,0.0,0.0,-36.86894226074219,-37.00154495239258,-10.703926086425781
IMPACT,229.6,229.6,00:03:49.60,00:03:49.60,0.0,13.306821866960595,-24.69190788269043,-25.234886169433594,9.239295959472656
SWELL,233.696,233.696,00:03:53.70,00:03:53.70,0.0,0.0,-42.2798957824707,-43.74491882324219,-2.998340606689453
SWELL,238.688,238.688,00:03:58.69,00:03:58.69,0.0,0.0,-50.496337890625,-52.02379608154297,-0.2814674377441406
IMPACT,238.912,238.912,00:03:58.91,00:03:58.91,0.0,8.50128161616882,-43.7446403503418,-51.44282531738281,18.77147674560547
IMPACT,239.648,239.648,00:03:59.65,00:03:59.65,0.0,10.540410837864151,-49.78788757324219,-53.78303527832031,8.128280639648438
HARSH,239.744,239.744,00:03:59.74,00:03:59.74,0.0,21.294523982903275,-47.15681457519531,-53.18857192993164,13.10513687133789
SWELL,243.712,243.712,00:04:03.71,00:04:03.71,0.0,0.0,-49.55633544921875,-51.17431640625,-2.024261474609375
IMPACT,245.824,245.824,00:04:05.82,00:04:05.82,0.0,11.314356991115217,-42.40610122680664,-44.12971496582031,6.9268035888671875
SWELL,248.768,248.768,00:04:08.77,00:04:08.77,0.0,0.0,-46.560028076171875,-48.234413146972656,-7.57928466796875
SWELL,253.952,253.952,00:04:13.95,00:04:13.95,0.0,0.0,-46.5733757019043,-46.927398681640625,-7.656490325927734
IMPACT,254.112,254.112,00:04:14.11,00:04:14.11,0.0,8.675447216569756,-46.83315658569336,-48.2685546875,3.8951263427734375
IMPACT,256.416,256.416,00:04:16.42,00:04:16.42,0.0,17.644578103902802,-34.984375,-37.96658706665039,25.59170913696289
SWELL,259.136,259.136,00:04:19.14,00:04:19.14,0.0,0.0,-48.54814529418945,-50.424720764160156,-1.9459075927734375
RECOVERY,264.064,303.84,00:04:24.06,00:05:03.84,39.775999999999954,-0.16509973408672268,-48.04963366650195,-51.41169776456902,-20.37583434016829
SWELL,264.448,264.448,00:04:24.45,00:04:24.45,0.0,0.0,-43.13838195800781,-44.08796691894531,-9.617507934570312
SWELL,269.504,269.504,00:04:29.50,00:04:29.50,0.0,0.0,-45.56940460205078,-47.13590621948242,-23.143569946289062
SWELL,274.496,274.496,00:04:34.50,00:04:34.50,0.0,0.0,-44.66176986694336,-47.36736297607422,-30.095016479492188
SWELL,279.616,279.616,00:04:39.62,00:04:39.62,0.0,0.0,-49.86137771606445,-51.16905212402344,-19.518226623535156
SWELL,284.608,284.608,00:04:44.61,00:04:44.61,0.0,0.0,-54.78092956542969,-57.10798263549805,-9.372314453125
SWELL,289.6,289.6,00:04:49.60,00:04:49.60,0.0,0.0,-49.20146179199219,-53.826515197753906,-24.07884979248047
SWELL,294.624,294.624,00:04:54.62,00:04:54.62,0.0,0.0,-48.24451446533203,-52.84943389892578,-21.228355407714844
SWELL,299.68,299.68,00:04:59.68,00:04:59.68,0.0,0.0,-45.58753204345703,-52.15879821777344,-23.421409606933594
SWELL,304.704,304.704,00:05:04.70,00:05:04.70,0.0,0.0,-41.19526672363281,-47.735286712646484,-25.232215881347656
HIGH_LOAD,305.888,310.496,00:05:05.89,00:05:10.50,4.608000000000004,0.5779348403607698,-45.12264990971006,-52.0842912345097,13.548724694087587
IMPACT,306.752,306.752,00:05:06.75,00:05:06.75,0.0,9.443239274129173,-40.24781036376953,-47.163997650146484,22.767549514770508
IMPACT,308.0,308.0,00:05:08.00,00:05:08.00,0.0,9.927063060417055,-50.24140930175781,-57.8907356262207,12.60586166381836
DRUM_RUN,308.224,308.224,00:05:08.22,00:05:08.22,0.0,2.396095639445113,-34.862640380859375,-48.71487045288086,30.224260330200195
SWELL,309.76,309.76,00:05:09.76,00:05:09.76,0.0,0.0,-43.11042022705078,-47.232051849365234,23.184032440185547
HARSH,310.4,310.4,00:05:10.40,00:05:10.40,0.0,19.335203861870166,-50.87242126464844,-59.44000244140625,14.78359603881836
IMPACT,310.432,310.432,00:05:10.43,00:05:10.43,0.0,15.135856975495788,-49.88208770751953,-59.71332931518555,16.667438507080078
IMPACT,312.096,312.096,00:05:12.10,00:05:12.10,0.0,8.872893138162379,-43.05889892578125,-53.20524215698242,22.277183532714844
SWELL,314.784,314.784,00:05:14.78,00:05:14.78,0.0,0.0,-51.808387756347656,-57.20716094970703,11.924922943115234
IMPACT,314.88,314.88,00:05:14.88,00:05:14.88,0.0,8.748213716671357,-43.668487548828125,-51.00120544433594,20.466190338134766
RECOVERY,319.168,336.032,00:05:19.17,00:05:36.03,16.863999999999976,-0.18091707130507947,-47.990108880129725,-51.69656070073446,-13.085826107949922
SWELL,319.904,319.904,00:05:19.90,00:05:19.90,0.0,0.0,-48.1679573059082,-49.777469635009766,-14.784358978271484
SWELL,324.992,324.992,00:05:24.99,00:05:24.99,0.0,0.0,-45.830745697021484,-50.098243713378906,-14.563236236572266
SWELL,330.112,330.112,00:05:30.11,00:05:30.11,0.0,0.0,-47.91643142700195,-52.41925048828125,-10.940788269042969
SWELL,335.296,335.296,00:05:35.30,00:05:35.30,0.0,0.0,-52.35655975341797,-55.912567138671875,-7.628833770751953
IMPACT,337.376,337.376,00:05:37.38,00:05:37.38,0.0,8.25745599583999,-47.22738265991211,-54.46894073486328,9.381240844726562
SWELL,340.32,340.32,00:05:40.32,00:05:40.32,0.0,0.0,-47.29930877685547,-50.69123077392578,8.517620086669922
HARSH,341.472,341.472,00:05:41.47,00:05:41.47,0.0,12.73349091148266,-47.22013473510742,-53.40580368041992,9.134479522705078
IMPACT,341.504,341.504,00:05:41.50,00:05:41.50,0.0,10.455557197499587,-47.32473373413086,-53.34695816040039,9.493743896484375
RECOVERY,344.032,355.68,00:05:44.03,00:05:55.68,11.648000000000025,-0.2230639950781052,-48.46665596112813,-54.06964815740716,-14.348467902614646
SWELL,345.408,345.408,00:05:45.41,00:05:45.41,0.0,0.0,-52.63724899291992,-58.196075439453125,-7.286994934082031
SWELL,350.464,350.464,00:05:50.46,00:05:50.46,0.0,0.0,-48.9629020690918,-54.47964096069336,-21.652008056640625
SWELL,355.584,355.584,00:05:55.58,00:05:55.58,0.0,0.0,-47.22052001953125,-52.04724884033203,-8.57763671875
HARSH,358.912,358.912,00:05:58.91,00:05:58.91,0.0,16.952290509879692,-51.48982238769531,-58.23005676269531,7.152088165283203
IMPACT,358.944,358.944,00:05:58.94,00:05:58.94,0.0,9.499146914655004,-51.35078811645508,-58.16749954223633,7.139766693115234
SWELL,360.544,360.544,00:06:00.54,00:06:00.54,0.0,0.0,-40.04576110839844,-43.749855041503906,-17.23303985595703
RECOVERY,361.408,375.136,00:06:01.41,00:06:15.14,13.728000000000009,-0.250203622071664,-44.271037274737694,-49.05419316846271,-15.836730593304301
SWELL,365.632,365.632,00:06:05.63,00:06:05.63,0.0,0.0,-43.60188293457031,-48.35443878173828,-18.035503387451172
IMPACT,365.824,365.824,00:06:05.82,00:06:05.82,0.0,8.617209093959099,-37.14686965942383,-39.86246871948242,10.878087997436523
SWELL,370.688,370.688,00:06:10.69,00:06:10.69,0.0,0.0,-46.81596374511719,-48.93825912475586,-11.457469940185547
SWELL,375.968,375.968,00:06:15.97,00:06:15.97,0.0,0.0,-43.33822250366211,-45.7715950012207,-21.892391204833984
IMPACT,379.424,379.424,00:06:19.42,00:06:19.42,0.0,11.061940389577853,-43.51095199584961,-48.71908187866211,-2.2851600646972656
SWELL,381.344,381.344,00:06:21.34,00:06:21.34,0.0,0.0,-28.499095916748047,-29.323307037353516,-7.572509765625
RECOVERY,383.296,395.68,00:06:23.30,00:06:35.68,12.384000000000015,-0.23357287292947698,-41.963848123845366,-46.938161623846625,-10.255241885627669
SWELL,386.432,386.432,00:06:26.43,00:06:26.43,0.0,0.0,-40.70694351196289,-44.251609802246094,-16.67742919921875
IMPACT,388.32,388.32,00:06:28.32,00:06:28.32,0.0,9.603804932623794,-39.044193267822266,-49.1009521484375,-14.041500091552734
SWELL,391.904,391.904,00:06:31.90,00:06:31.90,0.0,0.0,-41.54678726196289,-47.38460159301758,-6.248554229736328
SWELL,397.024,397.024,00:06:37.02,00:06:37.02,0.0,0.0,-38.097076416015625,-51.45686340332031,19.254932403564453
SWELL,402.048,402.048,00:06:42.05,00:06:42.05,0.0,0.0,-50.81673049926758,-54.82377624511719,-14.809425354003906
HIGH_LOAD,403.264,416.448,00:06:43.26,00:06:56.45,13.183999999999969,0.6414928673206329,-42.58062567722422,-49.31475944611409,13.686604959335511
BARRAGE,403.488,427.36,00:06:43.49,00:07:07.36,23.872000000000014,1.8190621180406994,-41.17530148042077,-46.78614862207423,10.376601267625942
IMPACT,403.616,403.616,00:06:43.62,00:06:43.62,0.0,10.01710256525526,-36.709598541259766,-45.57215118408203,25.575481414794922
IMPACT,405.024,405.024,00:06:45.02,00:06:45.02,0.0,10.888673399765873,-46.086578369140625,-51.99253463745117,11.780120849609375
HARSH,405.056,405.056,00:06:45.06,00:06:45.06,0.0,15.946782712689021,-42.993350982666016,-52.79079055786133,14.225223541259766
DRUM_RUN,406.112,406.112,00:06:46.11,00:06:46.11,0.0,3.1190789050336556,-35.735843658447266,-45.86726379394531,21.453508377075195
IMPACT,406.176,406.176,00:06:46.18,00:06:46.18,0.0,9.07891833654783,-33.644195556640625,-46.656795501708984,22.411968231201172
SWELL,407.2,407.2,00:06:47.20,00:06:47.20,0.0,0.0,-36.825199127197266,-47.475341796875,21.68738555908203
IMPACT,407.808,407.808,00:06:47.81,00:06:47.81,0.0,8.573030056869552,-42.042930603027344,-52.40092849731445,22.478130340576172
HARSH,408.864,408.864,00:06:48.86,00:06:48.86,0.0,12.473465234597969,-41.00506591796875,-47.43914794921875,22.22905731201172
IMPACT,409.376,409.376,00:06:49.38,00:06:49.38,0.0,10.74551946890711,-37.72844696044922,-49.71333312988281,25.890512466430664
IMPACT,410.944,410.944,00:06:50.94,00:06:50.94,0.0,11.598841332942152,-44.011199951171875,-48.26496124267578,18.255386352539062
IMPACT,412.128,412.128,00:06:52.13,00:06:52.13,0.0,20.286765445166736,-39.51788330078125,-49.407291412353516,22.267738342285156
SWELL,412.416,412.416,00:06:52.42,00:06:52.42,0.0,0.0,-41.207847595214844,-47.132225036621094,18.5658016204834
DRUM_RUN,412.96,412.96,00:06:52.96,00:06:52.96,0.0,3.2570217815741573,-42.13097381591797,-46.440181732177734,16.134445190429688
IMPACT,413.44,413.44,00:06:53.44,00:06:53.44,0.0,17.15549629193851,-39.95404815673828,-48.58808898925781,18.01705551147461
IMPACT,415.264,415.264,00:06:55.26,00:06:55.26,0.0,12.706378720091731,-42.27827453613281,-47.945194244384766,9.670101165771484
HIGH_LOAD,416.8,426.912,00:06:56.80,00:07:06.91,10.111999999999966,0.6108954391413,-39.609329199641,-43.91366493177114,6.596348174712943
