second,rms_db,onset,impact,harsh,swell,load,timestamp
18,-36.245213,0.59451926,-0.4046983482275423,-0.4520074016540062,-0.3731913,-0.4285135199006058,00:00:18.00
19,-37.098038,0.57819027,-0.4378802262254578,-0.4453877531970718,-0.7782031,-0.4461371073128296,00:00:19.00
20,-38.776493,0.591204,-0.4336361024085997,-0.39521530850208886,-0.49980316,-0.4222122964839841,00:00:20.00
21,-38.094296,0.6209602,-0.37561797432757266,-0.3551052230645746,-0.13350968,-0.37136651375953617,00:00:21.00
22,-37.689686,0.58539367,-0.43279038863334407,-0.43802235365066033,1.3956234,-0.43990933683949596,00:00:22.00
23,-19.682465,0.6694722,-0.16059719194854988,-0.4947594577318333,3.2076023,-0.27905962774931314,00:00:23.00
24,-20.528282,0.59604084,-0.2779788190206,-0.568927589040295,-0.8776808,-0.3795799473060057,00:00:24.00
25,-22.809996,0.6102315,-0.2836852882380515,-0.581737576000727,-0.66917545,-0.3910269238633363,00:00:25.00
26,-24.218653,0.58350486,-0.3332774522931701,-0.5918922225359149,-0.27866176,-0.4267746117238566,00:00:26.00
27,-24.693346,0.63399494,-0.2654342198342148,-0.5726346729917101,-0.23327826,-0.37992012888467686,00:00:27.00
28,-24.91454,0.8540402,0.08261793751027745,-0.29786230332863756,0.0718329,-0.05777585498175307,00:00:28.00
29,-24.374775,0.9264336,0.21537254442334494,-0.17908029313349144,0.008198171,0.0693979108384879,00:00:29.00
30,-25.038454,0.6328364,-0.2340724049820411,-0.5127889816884498,-0.12784587,-0.34316954532265037,00:00:30.00
31,-24.918144,0.63808936,-0.20933227035705984,-0.46029588169832175,-0.134376,-0.3075090724235252,00:00:31.00
32,-24.766462,0.85094565,0.1442862817985572,-0.14050223894906033,-0.34516177,0.03722651566169287,00:00:32.00
33,-29.476807,0.79658943,-0.03495296642525385,-0.16274024016834704,-2.0461202,-0.06878129449534152,00:00:33.00
34,-36.694523,0.49727604,-0.6446786420039516,-0.6490492478535603,-1.3346679,-0.637055910237965,00:00:34.00
35,-36.380985,0.577495,-0.505585199776635,-0.4857211095814356,1.3137449,-0.4863943527803954,00:00:35.00
36,-26.164442,1.1576228,0.547476595746851,0.15588001570490773,1.3832319,0.409363293905501,00:00:36.00
37,-27.269339,1.6212405,1.5115660867002563,1.0797849142438958,-0.2522212,1.325330759311539,00:00:37.00
38,-29.215107,1.8015194,1.7969474752734678,1.315816554774102,-0.40050316,1.5846902121664264,00:00:38.00
39,-34.36888,0.95871174,0.18143273995592293,-0.28225220179066574,-0.7118752,-0.015107008708813572,00:00:39.00
40,-33.632084,0.5709755,-0.5225298718119116,-0.8082852504160832,-0.24822807,-0.6348038698066624,00:00:40.00
41,-33.557125,1.1303041,0.46460356710394246,-0.04810543980344336,0.5019771,0.24914882805312213,00:00:41.00
42,-31.002604,0.8710049,0.10691745886265892,-0.18818774476344496,0.5869412,-0.014151306409067,00:00:42.00
43,-27.185116,0.8743641,0.09552256496893603,-0.21675977952910477,2.4109333,-0.019603242530775736,00:00:43.00
44,-16.216383,0.7220946,0.06874868728269858,-0.2076796842019077,-0.45247012,-0.03210450277278023,00:00:44.00
45,-26.775444,0.63611424,-0.26690117263779023,-0.42919344753898714,-2.0413606,-0.322399844068193,00:00:45.00
46,-31.75841,0.5875949,-0.41280527177285387,-0.4965552194451093,-1.005916,-0.43752539269066454,00:00:46.00
47,-32.91115,0.60465103,-0.36671937290900686,-0.444853630981256,-0.40263677,-0.39425790428653307,00:00:47.00
48,-32.9419,0.6566186,-0.275569886419137,-0.3765815289548999,-0.19595785,-0.31347418401207866,00:00:48.00
49,-32.168022,0.6780721,-0.24912984078917808,-0.4216897578672127,-0.10352528,-0.31536102983275494,00:00:49.00
50,-31.955118,0.6906085,-0.24919527359492763,-0.4867901929207503,0.12800579,-0.3408385428824806,00:00:50.00
51,-29.955904,0.7896002,-0.04267283080761637,-0.36770345998481885,0.20717658,-0.17249211016274588,00:00:51.00
52,-28.650927,0.8691564,0.18000648908060862,-0.07276452043369264,0.73646605,0.07647840648058687,00:00:52.00
53,-24.403563,1.0185169,0.5192687047107228,0.2533947529677494,1.785542,0.411766651290883,00:00:53.00
54,-16.302538,1.0827204,0.7345424805783914,0.3165831298354572,1.590546,0.5677934621793187,00:00:54.00
55,-13.980719,1.0529256,0.7738274680648813,0.5212313537277359,1.1172248,0.6800386805344559,00:00:55.00
56,-10.5811205,1.0068471,0.8360035295272505,0.7787942343653687,0.52601224,0.823770507409972,00:00:56.00
57,-18.307081,0.9287958,0.8620428990066633,1.350810335740502,-4.135843,1.0520252856307102,00:00:57.00
58,-35.468433,1.5280362,1.5750106138424207,2.614566322034044,-2.896111,2.0075663958549885,00:00:58.00
59,-42.500454,0.56062734,-0.4157185154895975,-0.3735091822533473,-0.877913,-0.41568714096255194,00:00:59.00
60,-40.679127,0.6773375,-0.0621266160079924,0.04983311621692299,-0.5932068,-0.051981865229561525,00:01:00.00
61,-43.639374,0.5211297,-0.5898198711525818,-0.6258437249287147,-0.5076659,-0.6167689254218113,00:01:01.00
62,-41.352646,1.0826966,0.7617913858604648,1.5251886555381657,-0.7404819,1.0534078462669922,00:01:02.00
63,-46.23701,0.6965946,-0.0860512622440954,0.3042430235721846,-0.3902787,0.04292535600808375,00:01:03.00
64,-42.681248,0.92480814,0.5307803749265639,1.4774117197037666,-0.30145967,0.8963934378240294,00:01:04.00
65,-43.318905,0.7370591,-0.09104291995128164,0.003357612842930468,0.07824846,-0.0730086934497376,00:01:05.00
66,-38.820236,1.1145095,0.6765088561946627,1.0354693758247424,0.59967285,0.8149242823908897,00:01:06.00
67,-41.580727,0.52961504,-0.30535460158421557,0.09656062294292413,-1.2851822,-0.16241510249793273,00:01:07.00
68,-42.11871,0.6133576,-0.1373214205530746,0.21243497876567138,-0.672919,-0.025832209733965862,00:01:08.00
69,-43.596535,0.5656992,-0.47241824891340795,-0.4492340366249609,-0.24067183,-0.47723166793133154,00:01:09.00
70,-41.805695,0.7795733,-0.023976391323198582,0.09745281242142308,-0.762609,0.010898784204114016,00:01:10.00
71,-43.76487,0.67570573,-0.2846330111479631,-0.36260145143428213,-0.66757905,-0.3372036038262904,00:01:11.00
72,-44.440357,0.5373622,-0.496651830473891,-0.3988428962199361,-0.059069224,-0.4756767830906539,00:01:12.00
73,-38.98619,1.6118904,1.2006795036553202,0.5636580939528443,0.693405,0.9308440582886796,00:01:13.00
74,-39.87207,1.1751021,0.6083894542785667,0.32618511275731205,0.09063237,0.4691312510683964,00:01:14.00
75,-40.237076,1.2967207,1.1811357488180187,1.623601937757561,-0.28164467,1.3058071293229803,00:01:15.00
76,-41.12523,1.1332031,0.6401997060261018,0.5349308115475327,-0.4004089,0.5539153253526564,00:01:16.00
77,-41.824524,0.5692198,-0.49774321291662194,-0.6078397760531022,-0.6145993,-0.5561967448899707,00:01:17.00
78,-42.005978,0.6440788,-0.32542715979731957,-0.39794996428596324,-0.56285334,-0.37238422111099806,00:01:18.00
79,-42.309853,0.5574731,-0.5412664040026315,-0.6267005848291543,-0.36027253,-0.5851694449376245,00:01:19.00
80,-41.224327,0.8054918,0.13872645362022493,0.49407511367636553,0.3089828,0.26063249030474295,00:01:20.00
81,-36.911167,0.6050854,-0.16879922005593737,-0.01980071317957776,0.7307114,-0.13229541166516118,00:01:21.00
82,-33.77982,0.60790217,-0.3708239453412234,-0.6131619370392282,-0.08087475,-0.47331279440222696,00:01:22.00
83,-35.942955,0.8972874,0.04324086297658466,-0.46065302713500045,-0.81668615,-0.17359116476365646,00:01:23.00
84,-37.24915,0.8476014,0.1252218065356323,0.029815233438423266,-0.8092236,0.06538760511859411,00:01:24.00
85,-39.005367,0.929998,0.2871022125137157,0.2759237657713404,-0.41105235,0.2550356975861908,00:01:25.00
86,-39.69988,0.891757,0.34385263349340683,0.7245101980128311,-0.4347656,0.4736442827391933,00:01:26.00
87,-41.410385,0.81270003,0.038343577796819656,0.05297715444444711,-0.7320713,0.01805389641226553,00:01:27.00
88,-41.645252,0.9520407,0.3647684595127667,0.6063160000177056,0.962861,0.4388372836674565,00:01:28.00
89,-37.092968,1.3550684,1.0819173762788907,1.1213825317572956,0.2726309,1.0775571530537607,00:01:29.00
90,-31.544092,1.3832526,1.3258515300931448,1.7874907753123863,1.8305707,1.511652913658186,00:01:30.00
91,-28.734917,0.88695365,0.5618780012020269,0.9794071259990663,0.44194096,0.7194451510592041,00:01:31.00
92,-27.411242,0.9625998,0.7004028958062875,1.0491887280834349,0.5263754,0.8291522234048695,00:01:32.00
93,-25.231226,1.0283974,0.749523343819508,0.8667919048378817,0.6132903,0.7889707950104836,00:01:33.00
94,-22.926233,0.98707175,0.8494556598484001,1.1992249753551851,0.73452526,0.9767209158692217,00:01:34.00
95,-20.911604,0.9576002,0.9254228176345664,1.4756928401695204,0.60722303,1.1319457326272007,00:01:35.00
96,-19.129223,1.0141888,1.0285048095548606,1.5520191483895975,0.6686758,1.2269457892497293,00:01:36.00
97,-17.47551,1.0531698,1.139693102831735,1.8134133754853927,0.7561978,1.4081230687909645,00:01:37.00
98,-15.545481,1.0498248,1.1895147325650357,2.0050292192332964,0.86407095,1.5227467224619469,00:01:38.00
99,-13.775329,1.068969,1.2757567882194123,2.1764051933817106,-0.107227415,1.6469849836600217,00:01:39.00
100,-24.128637,0.7705763,0.6532574486965739,1.6611905354951269,-4.233699,1.052646175761686,00:01:40.00
101,-38.134834,1.187955,0.7889008861476847,0.8910222100473046,-2.6441991,0.8103442189583199,00:01:41.00
102,-43.5849,1.0815426,0.4721483430293032,0.5948451075501191,-0.829311,0.5071974103650273,00:01:42.00
103,-43.35588,1.4188068,1.1181472333442948,1.523428932442143,1.1759164,1.2747233140682677,00:01:43.00
104,-37.11586,1.5186528,1.4667650328883393,2.150672962191885,1.0772696,1.7464495569165706,00:01:44.00
105,-36.972794,1.7149196,1.7588399678095499,2.476203358264346,-0.3948391,2.0595109675041576,00:01:45.00
106,-43.352062,1.1801105,1.1267407266949954,2.9629105320495865,-1.8720043,1.8784488724919042,00:01:46.00
107,-43.22244,1.467192,1.5303184816433046,3.272731747629571,0.5038929,2.2554499871560245,00:01:47.00
108,-47.731293,1.0292367,0.8642069925290687,3.003855243710657,-0.7422108,1.7409281043961795,00:01:48.00
109,-43.373817,1.4191327,1.2019988392961642,1.9114432298634878,0.8413747,1.4847673091365636,00:01:49.00
110,-39.3534,1.334587,1.217371149688939,2.1807643719803704,0.36336452,1.6077027070441456,00:01:50.00
111,-42.945515,1.2127769,0.9138537664434027,1.5714541219407088,0.13283816,1.1606966792163371,00:01:51.00
112,-37.013393,1.4382808,1.285842835950047,1.7807717307962476,0.4465215,1.4803765735283065,00:01:52.00
113,-38.33302,1.1538548,0.7723572976661212,1.2363965369249734,-0.08818202,0.9437926792555763,00:01:53.00
114,-36.72671,1.0824435,0.8626117732370556,1.8404985669955507,0.23523371,1.2380051703220136,00:01:54.00
115,-39.85985,0.69164664,-0.06144291689878648,0.4686499317741772,-1.3079773,0.1417528169834449,00:01:55.00
116,-39.68472,0.2849842,-0.8149427425732477,-0.42486307372266413,-0.11292278,-0.666635874201248,00:01:56.00
117,-36.722614,0.56885964,-0.29300962600239916,0.015855090648232473,0.27763078,-0.17867663508567874,00:01:57.00
118,-36.700596,0.35186175,-0.5999126505687871,-0.05166222405250656,0.045667026,-0.3848284606706404,00:01:58.00
119,-31.947208,1.0079831,0.5840718508165698,0.9514710050194465,0.8575327,0.7208563462704197,00:01:59.00
120,-27.20063,0.79649645,0.09555422253018327,-0.011634418452528363,1.7941283,0.055195902449497854,00:02:00.00
121,-19.928001,0.6954371,-0.05095845219741462,-0.19054960991235043,1.3214682,-0.08814417934086573,00:02:01.00
122,-17.101559,1.1685681,0.9161229450160436,0.598437566429808,0.76260376,0.7936393887790602,00:02:02.00
123,-16.268517,1.115495,0.9563046002662566,0.7843240630823922,0.22001189,0.8822624025269977,00:02:03.00
124,-18.639597,0.86871904,0.5752505991443325,0.6392767837818426,-0.51879334,0.5946735173099315,00:02:04.00
125,-20.322521,0.8610712,0.38912451202329784,0.29018227249755457,0.012129667,0.35654836060622946,00:02:05.00
126,-20.088621,0.8239928,0.27654784726523435,0.3139393762156209,-0.10164195,0.31874075250231687,00:02:06.00
127,-21.096745,0.7318554,0.023623713877789554,-0.13388293098760604,-0.090484574,-0.024757235372522838,00:02:07.00
128,-21.540054,0.68421805,-0.10687324516642106,-0.28786094477037344,-0.035053845,-0.16362051137165534,00:02:08.00
129,-21.052292,0.80439645,0.07538728253401461,-0.26801006406339084,0.00025596903,-0.048720576559817756,00:02:09.00
130,-21.64452,0.6853422,-0.08683222481415734,-0.29182947357665395,-0.33361542,-0.15481617469693684,00:02:10.00
131,-23.507868,0.7723881,-0.01055062217321067,-0.3075741402195268,-0.1516303,-0.1154743498830924,00:02:11.00
132,-22.927034,0.5101048,-0.3566806684679955,-0.3932323190908464,0.022732371,-0.35697038282390187,00:02:12.00
133,-22.505669,0.45713708,-0.43666980839095043,-0.4757801851719196,-0.27001587,-0.440350962881955,00:02:13.00
134,-23.34328,0.47120893,-0.439692240211113,-0.5128776491278582,-0.311616,-0.45855972469490935,00:02:14.00
135,-23.406885,0.46675006,-0.44016429253763756,-0.5298320277618902,-0.35583067,-0.4685078243521473,00:02:15.00
136,-24.452734,0.4818843,-0.4323160646555447,-0.5327588673295304,-0.19929905,-0.46542730347026057,00:02:16.00
137,-24.868479,0.45405287,-0.5035548001945835,-0.6005988983983888,-0.27645323,-0.5337408709379936,00:02:17.00
138,-23.636478,0.4306202,-0.4994616310144325,-0.5683569368747403,-0.19044986,-0.5151177475478992,00:02:18.00
139,-24.41262,0.4452528,-0.4381738319806733,-0.46354870462969766,-0.16132,-0.4375304035015318,00:02:19.00
140,-24.307459,1.3736827,1.1644468699059527,0.6424044387168134,0.29529354,0.9388139154595421,00:02:20.00
141,-25.173548,1.3493402,1.4588181227043084,1.5471033141553687,-0.53366214,1.448194760062849,00:02:21.00
142,-30.05062,1.2742443,1.1094771386465756,1.147625976390992,-0.9608983,1.1003501319322468,00:02:22.00
143,-32.292763,1.2046372,0.9988157045866114,0.8395150048847952,0.6852959,0.8857433839335017,00:02:23.00
144,-25.491213,1.3876874,1.2759239292385836,0.6713688687267894,1.6790895,0.9903027685403124,00:02:24.00
145,-23.631844,1.1829438,0.9205233945551888,0.39219839352124,0.353427,0.6724744341422452,00:02:25.00
146,-25.611753,1.3174366,1.185000313037842,0.676532923634906,-0.59132755,0.9325632231460914,00:02:26.00
147,-27.55438,1.4762588,1.410943111272006,0.7582853001475959,0.25469452,1.0956819088199148,00:02:27.00
148,-25.767403,0.85794616,0.339211506892304,0.07237151607055411,0.34151274,0.2171067063843697,00:02:28.00
149,-26.109856,0.76877105,0.048806950593927326,-0.27063986799648204,-0.037963085,-0.08182945393441893,00:02:29.00
150,-24.91801,0.69074875,-0.00524514079768546,-0.2111289638563081,0.51774263,-0.09400229588387067,00:02:30.00
151,-23.289644,1.1097271,0.916482917496249,0.644445884495012,-0.014399237,0.7591099969640712,00:02:31.00
152,-24.418304,0.32593358,-0.7112803695593249,-0.7114670472672758,-0.25360277,-0.6975335182439654,00:02:32.00
153,-24.540731,0.75111353,-0.036688162875996855,-0.41851861351113395,-0.03618084,-0.18780562896769254,00:02:33.00
154,-23.847122,0.56338215,-0.32539553798150667,-0.5563442848788399,-0.05525401,-0.4085675087107712,00:02:34.00
155,-24.16397,1.2387544,0.80172097438074,0.22511559565195952,-0.99330735,0.5642211733177113,00:02:35.00
156,-33.068493,0.73829305,-0.06229515505604963,-0.2576619264429541,-1.5590487,-0.15520292885474007,00:02:36.00
157,-33.711544,0.72654545,-0.024428982018017496,-0.22444698730028162,-0.33240697,-0.12967446679812994,00:02:37.00
158,-33.441925,0.5270347,-0.3977304088152948,-0.45194258954778593,1.1515741,-0.42877619728941496,00:02:38.00
159,-28.16058,1.5549724,1.2972200387960293,0.49812521046399644,-0.4646738,0.9536825939404048,00:02:39.00
160,-30.876396,0.6992828,0.08729085462159833,0.03948403490068154,0.58185655,0.04246047535782664,00:02:40.00
161,-25.861984,0.51835626,-0.421234289509536,-0.5891391441168694,1.0889828,-0.4810653976932043,00:02:41.00
162,-22.265587,0.53840435,-0.2969003706904543,-0.4528633183062009,0.020584399,-0.3484482252387104,00:02:42.00
163,-24.011328,0.5827249,-0.17779075416808088,-0.31392443452724134,-0.6232533,-0.2288219096102243,00:02:43.00
164,-27.363869,0.8312156,0.12240639850102694,-0.2599417230986951,-1.1394503,-0.03830612963400018,00:02:44.00
165,-29.945131,0.98150826,0.43100790102102365,0.09284758116278068,-0.5310822,0.27854610965196264,00:02:45.00
166,-31.919044,0.5998739,-0.2875894056084341,-0.4069168520098179,-0.7869966,-0.33832710394703985,00:02:46.00
167,-34.138836,0.6395222,-0.23936325618699048,-0.4011607750472623,-0.6986139,-0.3141311305603286,00:02:47.00
168,-34.99715,0.7603663,-0.19363843411546305,-0.5171690774432637,-0.5771326,-0.32461267440081176,00:02:48.00
169,-35.941395,0.92299455,0.2260295984908636,-0.07528578180459293,-0.27388552,0.08406465297412956,00:02:49.00
170,-36.72265,0.7493876,-0.12157359020456018,-0.3586212287982698,-0.55870205,-0.2325453971291192,00:02:50.00
171,-37.107895,0.75693184,0.00544104888338629,-0.03225002474969097,0.26797542,-0.027755323059934025,00:02:51.00
172,-32.85178,0.9086868,0.4050399366178148,0.3565876427040214,-0.2601103,0.3616436813043542,00:02:52.00
173,-39.988697,0.57545745,-0.3662698605080081,-0.32773379306720585,-1.7227576,-0.36423651146227126,00:02:53.00
174,-41.1801,0.6216591,-0.356514526328209,-0.4055014133878726,-0.53313994,-0.3906883268135925,00:02:54.00
175,-41.29754,0.71028996,-0.0846456096378448,0.021442000142438078,0.109262966,-0.0636352928227637,00:02:55.00
176,-38.155834,0.94301224,0.06104515290041819,-0.3983910234237193,0.8239363,-0.1333012177675708,00:02:56.00
177,-33.941746,1.7146807,1.4691194018461176,0.9269134185821984,0.21326846,1.244980872348455,00:02:57.00
178,-36.005764,1.0306054,0.3686005039263625,0.05916530384543584,-0.12467523,0.23091810803617868,00:02:58.00
179,-35.240906,0.75427026,-0.06842733556599737,-0.27840014803308377,0.081872754,-0.16261720366777596,00:02:59.00
180,-33.181515,0.67165893,-0.21914652561620301,-0.4178778450878035,1.1532159,-0.3018906083389542,00:03:00.00
181,-25.220207,1.0607361,0.5393617209521363,0.07599133728566929,1.2538908,0.34956191376003815,00:03:01.00
182,-24.063848,1.1982944,1.2945010000835078,1.6795364511155304,0.32660994,1.4149150843690146,00:03:02.00
183,-24.057856,0.8207588,0.4250747963737656,0.3931646628721799,0.025899995,0.39602063134177934,00:03:03.00
184,-24.770159,0.8741277,0.41423229577977594,0.19760314465095105,-0.02550006,0.3139335163665907,00:03:04.00
185,-24.087627,0.83766246,0.2944609739223634,0.04505935639117602,0.20095922,0.19208696674460402,00:03:05.00
186,-23.225182,0.9333038,0.5137465588969559,0.27340266882543557,0.31673303,0.4109880009284275,00:03:06.00
187,-22.217613,0.963615,0.6580167988980361,0.5078180715280133,0.48387465,0.5835480666530941,00:03:07.00
188,-20.749168,0.87743545,0.5665803114278855,0.4983714442077837,0.29067078,0.5257034944595722,00:03:08.00
189,-21.376345,0.88297,0.4472478782427335,0.30186764069015704,0.047846213,0.3880554019394214,00:03:09.00
190,-20.363394,0.80221426,0.2626945389502265,0.09879243013731108,0.1301204,0.20212582133055593,00:03:10.00
191,-21.239077,0.7424842,0.10027754903641725,-0.04418177583470453,-0.18436664,0.05271822852348936,00:03:11.00
192,-21.498188,0.69175935,-0.02279546440270488,-0.1508867327474526,0.020500619,-0.060546383069177805,00:03:12.00
193,-21.625616,0.67145354,-0.09839627756244704,-0.2518713303931515,0.052437544,-0.14321309589086625,00:03:13.00
194,-20.8327,0.65741026,-0.1375026126648571,-0.28369272390835976,-0.15614547,-0.1760669037611218,00:03:14.00
195,-22.621565,0.64238995,-0.19431403493647048,-0.3621642627925459,-0.45673487,-0.24597769987175644,00:03:15.00
196,-22.917818,0.6265319,-0.2187044148525472,-0.36997050206926907,-0.21825595,-0.2646881099195209,00:03:16.00
197,-24.454193,0.5816795,-0.33150894951689686,-0.5230796702246724,-0.3096822,-0.39746004859432627,00:03:17.00
198,-24.345419,0.8066034,-0.04598152949970239,-0.5385498101652304,0.45082483,-0.23266649782499685,00:03:18.00
199,-22.450397,0.7841483,0.08285813638859073,-0.18532293694773713,-0.031397674,-0.012522501060243673,00:03:19.00
200,-22.801264,0.5380253,-0.35429841708744314,-0.4357650356733552,-0.08230977,-0.37018989229447813,00:03:20.00
201,-21.51505,0.69111013,-0.10322207291367332,-0.33973798206838485,0.20890354,-0.18202781310039604,00:03:21.00
202,-22.048214,0.58579993,-0.23736808084151695,-0.3809895824512261,-0.23859991,-0.28186368407511225,00:03:22.00
203,-22.439445,0.8389251,0.20233792349583465,-0.16166604212914926,1.4903477,0.058558349811298455,00:03:23.00
204,-13.621734,0.6051232,-0.11927949732764867,-0.3577260251636609,0.056608,-0.19731477980141549,00:03:24.00
205,-19.474745,0.5722456,-0.286061354991422,-0.4822960054442428,-0.9594299,-0.34843237974577235,00:03:25.00
206,-20.652876,0.5494152,-0.3342232466450804,-0.47356067205130525,-0.20831077,-0.3734101966782608,00:03:26.00
207,-21.457499,0.50205916,-0.42354056760330305,-0.5772092781564055,-0.4229786,-0.471325490436091,00:03:27.00
208,-22.674854,0.58028024,-0.3401578642375632,-0.5694238543109996,0.26580343,-0.41859977826906664,00:03:28.00
209,-19.257715,0.6948668,-0.08057010341516707,-0.2686852880031966,0.30382276,-0.13653379306307437,00:03:29.00
210,-20.574999,0.72477216,-0.0159451980272261,-0.21527732742646324,-0.2003116,-0.08216251728512743,00:03:30.00
211,-20.601171,0.6958779,-0.06244566690771666,-0.2532394738275228,-0.19221382,-0.1258350799594304,00:03:31.00
212,-21.757235,0.6208131,-0.2010563684439501,-0.3773105325123043,0.21179973,-0.2604531706298739,00:03:32.00
213,-18.369843,0.68654,-0.0747277009541876,-0.37514586005583744,0.40493548,-0.1815253719423751,00:03:33.00
214,-20.27838,0.5386702,-0.30845371500505975,-0.4074103846404802,-0.5967268,-0.3335063935833186,00:03:34.00
215,-21.889906,0.5508313,-0.31953864443975405,-0.4309477249316074,-0.36992124,-0.35023748483950284,00:03:35.00
216,-21.523134,0.6525058,-0.18876264868728,-0.45774760857636915,0.4154831,-0.28334108594606305,00:03:36.00
217,-19.329872,0.9199179,0.25522465210809037,-0.26583309328169746,0.24360411,0.060473084430555525,00:03:37.00
218,-20.910124,0.8513214,0.13489181303614417,-0.3002330869575907,-0.13775884,-0.025596827667080053,00:03:38.00
219,-20.884768,0.6365063,-0.2100311952032227,-0.47819909009121025,-0.25420862,-0.30210808590379545,00:03:39.00
220,-22.165314,0.604433,-0.275573737264065,-0.5085084677874738,-0.04559584,-0.3549323428465898,00:03:40.00
221,-20.190905,0.62505215,-0.22685546504032353,-0.5131719945016597,0.58300644,-0.32680586322701194,00:03:41.00
222,-18.17226,0.5672208,-0.28722597517462295,-0.5147937160998399,0.56660527,-0.3599375851132455,00:03:42.00
223,-16.524889,0.61918604,-0.1730271794240818,-0.46972003613194063,0.012137858,-0.2730380125082666,00:03:43.00
224,-17.538933,0.8800874,0.21995936623120185,-0.3073919885773734,-0.16456985,0.02346840789594413,00:03:44.00
225,-19.693756,0.6753636,-0.061309901678921856,-0.3371666721447898,-0.38009605,-0.1583508555139369,00:03:45.00
226,-20.660772,0.65953535,-0.15326782641155257,-0.4784657267485428,-0.35140806,-0.2702853224697705,00:03:46.00
227,-20.92948,0.7206855,-0.005561296420566899,-0.34883513881582734,0.041309312,-0.1356987344802472,00:03:47.00
228,-20.390059,0.81276435,0.14229832057760122,-0.2943582025967136,1.5700713,-0.02804912445151148,00:03:48.00
229,-11.295774,1.153371,0.6844309271924487,-0.1742220090787513,1.2482225,0.3570994510060789,00:03:49.00
230,-13.668875,0.7249649,0.09436182986009328,-0.2541918565753407,-0.73317814,-0.027668482168540242,00:03:50.00
231,-18.069427,0.61279047,-0.14682531627565115,-0.3881547332101507,-1.2807363,-0.22882070850933847,00:03:51.00
232,-23.077108,0.5558301,-0.231496413235388,-0.3159450393905884,-1.2094215,-0.2542649057920688,00:03:52.00
233,-26.75991,0.87732935,0.38429004140922035,0.22452417206638106,-0.57676065,0.3070375146061793,00:03:53.00
234,-28.348635,0.9494007,0.47064434138158345,0.38490645873956675,-0.9471305,0.4286476411528196,00:03:54.00
235,-32.182083,0.5987909,-0.33237533985188894,-0.49294483199123257,-0.1646368,-0.39603223275776733,00:03:55.00
236,-28.401703,1.5597831,1.1780291380420316,0.2980795535566753,0.65659404,0.8185734346547303,00:03:56.00
237,-30.648933,1.2358332,0.787429351553855,0.432708203817407,-1.1040457,0.6353704143439369,00:03:57.00
238,-34.794582,0.848776,0.005331018638123443,-0.3523406206967781,-0.18125218,-0.14467644698422177,00:03:58.00
239,-33.52841,1.2162691,0.7335303908849781,0.5337771970931263,0.19316015,0.6473053798935524,00:03:59.00
240,-34.298515,1.0630645,0.4621255944672539,0.24070974919798094,-0.8716166,0.3628143766052239,00:04:00.00
241,-36.78596,0.63628745,-0.3212829162313797,-0.45911030894310995,-0.38549826,-0.38262813529187434,00:04:01.00
242,-36.16842,0.6206241,-0.381668260896433,-0.553458804612043,0.033896342,-0.45272195163599516,00:04:02.00
243,-34.120327,0.87070066,0.05858831824456584,-0.30161546890327956,0.16541564,-0.09199451421436404,00:04:03.00
244,-33.206467,0.78545237,-0.012104625472812583,-0.25014841463738785,0.3428008,-0.11547764658177818,00:04:04.00
