second,time,loudness_db,onset,centroid_hz,flatness,zcr,low_db,low_onset,center_db,noncenter_db,audibility,impact_score,drum_score,swell_rise_db,harsh_score,barrage_score,burden,center_advantage_db,timestamp
22,22.496,-52.535962996944306,0.6375122743268167,1024.2852012194753,0.0027812432099674034,0.06776083669354839,-56.55397353633757,0.19534820558563354,-54.62972948628087,-54.62374496459961,0.6232018501527847,-0.2903254723888792,-0.8495666456163375,0.0,-0.10395632371607307,-0.8388350807427232,0.08085009646994977,-0.00598452168126283,00:00:22.00
23,23.487999999999996,-34.46530920459378,0.7944592972916942,410.33853924863047,0.0005162970382145531,0.022161668346774195,-35.26974001238423,0.33825322168488653,-41.113672933270855,-35.05810386903824,0.9098905009608116,-0.1636736350564335,-0.2427038250344758,0.0,-0.5073130181603863,-0.640835923486424,0.1863093280093519,-6.055569064232611,00:00:23.00
24,24.496000000000002,-35.36928308010101,0.6553854010999203,332.73342334970545,4.651187697390924e-05,0.0131072998046875,-35.49928367137909,0.17273562797345218,-41.62956488132477,-36.54580461978912,1.0,-0.43187144029456903,-0.2838340453276086,0.0,-0.6808342247444237,-0.7147511798332639,0.2040794721107294,-5.0837602615356445,00:00:24.00
25,25.504,-37.69452199628276,0.6831936509378495,396.3355440545627,8.444289039375752e-05,0.015672253024193547,-37.90041437456685,0.19283982390357599,-41.90347191595262,-40.710499302033455,1.0,-0.4247756898425557,-0.4850992514816862,0.0,-0.6784675827109735,-0.7505891604806604,0.1739144100985089,-1.1929726139191654,00:00:25.00
26,26.496,-39.10386300856067,0.6643329156983283,438.2524768869119,0.00011346198856872124,0.01760962701612903,-39.393942433018836,0.20069722879317495,-42.24093246459961,-43.48369733748898,1.0,-0.4610626385146382,-0.5922146152761429,0.0,-0.6728840452026263,-0.745101816017934,0.16068000082041786,1.2427648728893659,00:00:26.00
27,27.487999999999996,-39.56703665948683,0.7346648295079509,483.0252471615481,0.00015399538449029353,0.018932711693548387,-39.912010438980595,0.21061557988005297,-42.50584325482768,-43.9275143531061,1.0,-0.37312608046121853,-0.5889693533837655,0.0,-0.6491508118940909,-0.6841954907412592,0.16590193389361457,1.4216710982784153,00:00:27.00
28,28.496000000000002,-39.81040346622467,0.9426481490954757,727.4575842875844,0.0004059080188198565,0.0503387451171875,-40.64096200466156,0.24403037596493957,-38.41014552116394,-44.7956737279892,1.0,-0.023821782401104167,-0.6041904351180084,0.0,-0.350113856460946,-0.6196059671504549,0.19306427476031215,6.385528206825256,00:00:28.00
29,29.504,-39.245748581424834,0.9151156977299721,830.6794321057965,0.0004566532217957097,0.060326360887096774,-40.37803502236643,0.25540123399226894,-36.12062737249559,-45.77263899772398,1.0,-0.004680840083331415,-0.5942263520549578,0.0,-0.2316574657775843,-0.573673891693738,0.19920852262285024,9.65201162522839,00:00:29.00
30,30.496,-39.94653037286574,0.6877733536304966,612.5027556289924,0.00026070131242435164,0.018617691532258066,-40.399190348963586,0.19718471049301084,-41.85317267141035,-46.284510581724106,1.0,-0.40023837521123373,-0.5933087017338001,0.0,-0.5831099464722598,-0.590704774056282,0.17717549844251332,4.4313379103137605,00:00:30.00
31,31.487999999999996,-39.79313019783266,0.6721508108800457,667.611360244488,0.0003272973187830548,0.02327998991935484,-40.254903854862334,0.19157313050762295,-41.79100664200321,-45.89254809964088,1.0,-0.39379354427319013,-0.5795995134859647,0.0,-0.5228789304134762,-0.6078484571992899,0.17886067775586292,4.101541457637665,00:00:31.00
32,32.495999999999995,-39.66554415225983,0.9442275809124112,915.4222221844338,0.0010697358602555593,0.0581817626953125,-40.86726438999176,0.28992526140063996,-36.92533087730408,-46.60147964954376,1.0,0.057338082488308545,-0.6104617229467072,0.0,-0.15622625735321208,-0.606800931884845,0.1976021324990905,9.676148772239685,00:00:32.00
33,33.504,-44.316772583992254,0.7844971091516556,900.2202982529523,0.0011507901447569224,0.09100932459677419,-47.900098000803304,0.21228303471880572,-40.898518223916334,-48.96307397657825,0.9396606814476752,-0.14585094837866808,-0.8463887361597259,0.0,-0.05458442391382678,-0.6795432573594176,0.1476539524272787,8.06455575266192,00:00:33.00
34,34.496,-51.546083019625755,0.5886275537552372,656.8187001927716,0.00043695090684073225,0.06355531754032258,-56.49725021854524,0.1418575961743631,-53.6200438468687,-53.704257103704634,0.6726958490187122,-0.45334361701884135,-0.8728328497844988,0.0,-0.37202763199044253,-0.5795864521844815,0.08210445496947233,0.08421325683593796,00:00:34.00
35,35.48800000000001,-51.38478026851531,0.6846322446100174,811.9068091402246,0.00048711593544496453,0.08411038306451613,-56.489044189453125,0.19912743760693455,-53.63865501649918,-54.65046876476657,0.6805420967840379,-0.3039485846470088,-0.2899148997316208,0.0,-0.22624014971385695,-0.13755869412012983,0.17411790178279132,1.0118137482673883,00:00:35.00
36,36.495999999999995,-40.97107255458832,1.4844642258249223,1130.7061081170075,0.0015547472894467751,0.11541748046875,-45.917932748794556,0.5714008309878409,-34.09036523103714,-50.49690306186676,0.9954948902130127,0.8107971504424912,0.21871782227552003,0.0,0.2543033309574443,0.5460544543082338,0.37254400323078113,16.40653783082962,00:00:36.00
37,37.504,-41.76144458401588,1.7805963610449145,2089.9967402812645,0.057647494445254445,0.1497133316532258,-44.929966095955145,0.48405807261024747,-32.845506114344445,-51.18914844143775,0.9666720544138263,2.9399043339025703,0.4036254151526281,0.0,5.480685473018363,0.9884480941551498,0.4858512559886005,18.34364232709331,00:00:37.00
38,38.496,-44.09407683341734,2.1474267816351307,2371.0892642631816,0.0645630555527825,0.15426537298387097,-46.62934592462355,0.41393657196913997,-35.15657037304294,-50.70023887388168,0.973548698425293,3.5526311093054854,0.21495840172260108,0.0,6.099523505971614,0.9603585931511449,0.46009259453257995,15.543668500838743,00:00:38.00
39,39.48800000000001,-49.1931149882655,1.2298471466187508,998.5598444083278,0.010933546654761716,0.044213079637096774,-50.00890153454196,0.20644223161282074,-51.766285188736454,-50.949579054309474,0.790344250586725,0.5001722450036433,-0.4558909985541547,1.7000521761317469,0.48359377069045556,0.5738705655785843,0.27113880514423333,-0.8167061344269776,00:00:39.00
40,40.495999999999995,-48.47667145729065,0.7094985321164131,486.85634688374984,0.00020529196535785837,0.0219268798828125,-49.133487820625305,0.19379880721680817,-61.01479959487915,-49.40769565105438,0.8261664271354675,-0.4742360907259382,-0.6043210876927029,0.0,-0.6652416308738172,0.13378898315181223,0.15644891063983274,-11.607103943824768,00:00:40.00
41,41.504,-48.36896145728327,1.471920877214401,1295.6498268228222,0.01781086539361441,0.07098979334677419,-50.671666668307395,0.3174773442649072,-48.339857655186805,-50.90733841926821,0.8315519271358367,1.0434243554061748,-0.7318769696225708,0.0,1.2765018943921618,-0.11828165382912549,0.21582273203108834,2.567480764081401,00:00:41.00
42,42.496,-45.86152968868132,1.0732911700202572,1019.0273360046813,0.006774813184634765,0.05867250504032258,-48.86912536621094,0.26769363711918553,-48.07952745499149,-48.94849481890279,0.9535351045670049,0.27289674725250573,-0.5464453908985485,0.0,0.2471392473889048,-0.34283179495892635,0.22890675569187008,0.8689673639112919,00:00:42.00
43,43.48800000000001,-42.09848674651115,0.9528838703709264,865.5020133394902,0.002112890631260842,0.06903666834677419,-45.66523779592207,0.3691923844237481,-46.13928493376701,-45.59159186578566,0.9975399140388735,0.049365539369433116,-0.47327783133760776,0.0,-0.08776682058365305,-0.2989211090940855,0.2391524849940066,-0.5476930679813508,00:00:43.00
44,44.495999999999995,-31.151224195957184,0.7552661532536149,662.4930777684509,0.00037514344558071873,0.026702880859375,-31.557484805583954,0.32258450146764517,-43.37777495384216,-32.339113652706146,1.0,-0.11967894521092287,-0.0952700334507942,0.0,-0.33248368853168236,-0.33631735589014045,0.2532050594860843,-11.038661301136017,00:00:44.00
45,45.504,-41.690015731319306,0.6547188537736093,676.9624491041775,0.00040782845274902257,0.04991494455645161,-43.172804678640055,0.23738049211040618,-49.53242911061933,-42.71240517400926,0.9999477324947235,-0.41394717990838426,-0.5710758097321291,0.0,-0.4152731235080128,-0.7511255493190814,0.16652597499533348,-6.820023936610068,00:00:45.00
46,46.496,-46.61174958752048,0.6675557138458375,704.0675161938525,0.0006771494414762033,0.05977507560483871,-49.00331780218309,0.20070066855799765,-50.30387558475618,-48.44764155726279,0.9194125206239762,-0.43261847406937304,-0.9285338293194724,15.477904204803295,-0.39296029634806745,-0.9005552688198005,0.11061475194592903,-1.8562340274933844,00:00:46.00
47,47.48800000000001,-47.80050585346837,0.6784592857283931,814.0574431632555,0.0012839679801535647,0.058325982862903226,-49.971245427285474,0.20478026520821352,-49.49636557794386,-49.737854865289506,0.8599747073265814,-0.3755114408298185,-0.9502809286251557,18.90296215415588,-0.302020279931955,-0.9020976436062755,0.0993871131010035,0.24148928734564104,00:00:47.00
48,48.495999999999995,-47.8029580116272,0.7597541753202677,881.2014460690173,0.002178237344196484,0.062408447265625,-49.9026563167572,0.24755208333954212,-50.58548164367676,-48.70559000968933,0.8598520994186402,-0.25138311728581786,-0.9214363640746281,22.26093766944346,-0.19246031769909483,-0.866155983446071,0.10644023815478969,-1.8798916339874279,00:00:48.00
49,49.504,-47.03394526820029,0.7561635903773769,810.5799734197749,0.0017040249489758098,0.05383694556451613,-48.54293232579385,0.2699822048025747,-50.29182015695879,-47.50395965576172,0.8983027365899855,-0.289337292513286,-0.8384401559663375,20.879519227053464,-0.2952675270197531,-0.8017916313281779,0.11373537963013985,-2.7878605011970756,00:00:49.00
50,50.496,-46.716796751945246,0.7929216286828441,727.1611345476716,0.001382640775127829,0.045882686491935484,-47.71839941701582,0.24307350381728138,-51.06737358339371,-46.62931466871692,0.9060512973416236,-0.2877577717685856,-0.771542179320255,20.884402564454135,-0.3921897059762904,-0.694369157407584,0.13019666258154783,-4.43805891467679,00:00:50.00
51,51.48800000000001,-44.749960253315585,0.8761745729754048,799.3154150367766,0.0017205974943334452,0.042464717741935484,-45.489327461488784,0.2776472640614356,-50.04417542488344,-44.34666996617471,0.9797041985296433,-0.15567769268382917,-0.6284517875627056,18.95955875003552,-0.338744948240349,-0.5082716145589918,0.176917124817906,-5.697505458708731,00:00:51.00
52,52.495999999999995,-43.54996359348297,1.0769923841580749,1053.027756746091,0.005099603586131663,0.06134033203125,-44.835583090782166,0.27160578919574613,-47.786036014556885,-43.775659799575806,0.9911219418048859,0.28886357082458725,-0.45705691990027747,17.73253776229595,0.18771193304281966,-0.30732410533711707,0.2440618202774734,-4.010376214981079,00:00:52.00
53,53.504,-39.19893289381458,1.1433292560039028,1260.3069209896164,0.012458686010851922,0.07752646169354839,-41.31035773984848,0.37437078308674593,-44.238409842214274,-39.94294800296907,1.0,0.7307726388066441,-0.1628349088737175,7.686707180018815,1.0775251790045617,-0.08461210373694865,0.32907261547390726,-4.295461839245212,00:00:53.00
54,54.496,-31.138792161018618,1.0885336245259931,1132.3385901742104,0.0067237407765200485,0.05415196572580645,-32.42372691246771,0.4327991369270509,-38.28036535939863,-31.40931640132781,1.0,0.6047530655938094,0.33492946113195143,0.0,0.5761010920366693,0.07523305762025649,0.396356181228517,-6.8710489580708165,00:00:54.00
55,55.48800000000001,-28.902091241651966,1.002562851675095,1185.581834791777,0.010523445754041546,0.07223412298387097,-31.64923797115203,0.4335330984284801,-33.57280085163732,-29.978998553368353,1.0,0.689962172421494,0.4895632287294775,0.0,1.0558681976597104,0.16845090561990822,0.44107395673380956,-3.5938022982689644,00:00:55.00
56,56.495999999999995,-25.473429799079895,0.9616163317114115,1280.1184870993454,0.016063552408013444,0.087127685546875,-29.932280659675598,0.4651085399091244,-28.97732025384903,-27.279867470264435,1.0,0.9069353012044136,0.5730686897384777,0.0,1.709747907953803,0.40975092824446335,0.4824303585333761,-1.6974527835845943,00:00:56.00
57,57.504,-33.09166508336221,0.8562847807282402,1876.529176631123,0.05227122591027324,0.12933152721774194,-35.63935661315918,0.27361225266189826,-31.156189395535378,-39.325372080649096,0.9180101025489068,1.5956235165680206,0.3419263813393011,0.0,4.206235629340718,0.33111965957247136,0.4530435504541974,8.169182685113721,00:00:57.00
58,58.496,-50.30616206507529,2.0111917449582006,3333.1535375974095,0.21220321248796195,0.3664944556451613,-58.24544451313634,0.370482275082219,-40.650636919083134,-61.98297352944651,0.6900963506390971,5.518281086410613,-0.3369073873009778,0.0,13.593734403015631,0.1786768252349419,0.2919843268613339,21.332336610363377,00:00:58.00
59,59.48800000000001,-57.20874638711253,0.7299529929314891,980.399099144582,0.0059740313388887386,0.047946068548387094,-58.54407636580929,0.20849000398189788,-52.56954463835685,-60.056996130174205,0.38956268064437377,-0.11585745325411376,-0.6216927366054964,0.0,-0.051000546009650365,-0.23412002690515765,0.13328391399103715,7.487451491817353,00:00:59.00
60,60.495999999999995,-55.682937264442444,1.1206007776781917,1380.2032685847805,0.014996507648902426,0.0534820556640625,-56.554964661598206,0.2556894263252616,-56.84237551689148,-56.089067578315735,0.46585313677787776,0.25730401847726153,-0.7950626270969403,0.0,0.47120085290841895,-0.14333089080627012,0.0969343499034848,-0.7533079385757437,00:01:00.00
61,61.504,-58.47898913967994,0.7401772756730357,835.7451197054367,0.004732772167171149,0.04337827620967742,-59.67913523027974,0.25297393481577596,-59.40867959299395,-59.38808391940209,0.32605054301600295,-0.1523741830352034,-0.8514502051301099,0.0,-0.08793837943215661,-0.38410756192477163,0.07885789288844519,-0.020595673591859192,00:01:01.00
62,62.496,-56.28062931183846,1.683911701363902,2535.2932886911717,0.15202023230132553,0.22563319052419356,-60.615427940122544,0.37722252886141494,-49.93908506824124,-60.83137905982233,0.4359685344080771,3.3811145881642255,-0.8574794808241062,0.0,8.07852408691056,-0.12432779519739783,0.12254318707752132,10.892293991581086,00:01:02.00
63,63.48800000000001,-61.14666452715474,1.189383775957169,1708.7698666820022,0.054036259688737376,0.10557900705645161,-62.641863546063824,0.24559176833398877,-57.06207226168725,-62.317273785991055,0.1926667736422631,0.4532150160578199,-0.8042605691395985,0.0,1.1325142864574387,-0.24051894005086236,0.10006141620843499,5.2552015243038035,00:01:03.00
64,64.496,-57.69149672985077,1.1689990190789104,2651.387497853108,0.12305101484525945,0.232757568359375,-60.82057201862335,0.3180031129159033,-52.51036870479584,-60.622583746910095,0.36542516350746157,1.967931067827075,-0.7685784788165674,0.0,5.23985508194662,0.0430345204872086,0.1301244838382063,8.112215042114258,00:01:04.00
65,65.504,-58.16645837599231,1.2700456467366987,1345.4493509752308,0.03786908288396169,0.08034589213709678,-59.55999645110099,0.3625903336271163,-58.754359829810355,-59.422281203731416,0.3416770812003843,0.660216648350494,-0.3946510600718276,0.0,1.4482962992603787,-0.17704754143796875,0.13800247390080783,0.667921373921056,00:01:05.00
66,66.49600000000001,-53.71756116805538,1.6477987900857003,2195.9317546065527,0.10335637511114676,0.19085496471774194,-58.528886118242816,0.673067849970633,-49.60898731600854,-59.670105349633005,0.5347336492230815,3.2802110749730455,-0.39560641903731375,0.0,7.104964852357137,-0.029922306130793566,0.2110918376314013,10.061118033624464,00:01:06.00
67,67.488,-56.190214464741366,0.7309323929009899,1463.920119290676,0.03862597454609645,0.09508883568548387,-58.69562936598255,0.259752930172028,-51.00321763561618,-59.89734625047253,0.43922992214079826,0.6925365626559948,-0.4193343779532844,0.0,2.475822148719584,-0.22916335656903533,0.17594933714093525,8.894128614856351,00:01:07.00
68,68.496,-57.06590783596039,0.9559780741110444,1676.0757633545177,0.02236065233955737,0.086822509765625,-57.88884937763214,0.2341795628890395,-59.56354749202728,-57.625646233558655,0.3967046082019805,0.24566632271915287,-0.4221291317836511,0.0,0.7890891515452887,-0.22012312605756168,0.12078531901401686,-1.9379012584686277,00:01:08.00
69,69.50399999999999,-58.38607837307838,0.9823402916231463,1061.7900019056842,0.013111595590148184,0.05719191028225806,-59.58716632473853,0.2684787559893823,-59.59563913652974,-59.2427613043016,0.33069608134608114,0.12074369574645842,-0.7504513525612163,0.0,0.32328548788514366,-0.4380614946959801,0.09657945409822523,-0.3528778322281385,00:01:09.00
70,70.49600000000001,-56.68606604299238,1.1029431848756728,1492.8709898231332,0.04462721384686203,0.10222404233870967,-58.910899623747795,0.41699943042570536,-54.78993545040007,-59.33278286841608,0.41569669785038116,0.9417327068227488,-0.7304986246292409,0.0,2.2982133771997777,-0.4759316803036459,0.09900412948016735,4.542847418016003,00:01:10.00
71,71.488,-58.605074728688884,1.186684242179317,1188.9967518164663,0.014367029438876766,0.05465599798387097,-60.03491715461977,0.3498215401364911,-58.479420446580455,-59.61963862757529,0.3197462635655557,0.2647746409884899,-0.6298972244114275,0.0,0.3396364539223956,-0.1353867496935939,0.10284068515362502,1.1402181809948333,00:01:11.00
72,72.496,-59.26645350456238,0.9229385564103723,1161.1888017330295,0.01253567014282448,0.0599212646484375,-60.491679668426514,0.24613586999475953,-61.68464708328247,-59.922868847846985,0.28667732477188107,0.01660894270489654,-0.0687881288848633,0.0,0.16143824236031432,0.24922260262727056,0.17250767292236946,-1.7617782354354852,00:01:12.00
73,73.50399999999999,-53.3456777757214,2.594412815907309,1997.316580055611,0.0735799687193526,0.13245022681451613,-56.51869558518933,0.680672116337284,-45.87884792204826,-58.925448509954634,0.5723182985859532,2.9049174309634562,0.17829872482637008,0.0,3.773262091514982,0.51157019428993,0.28919989174575333,13.046600587906376,00:01:13.00
74,74.49600000000001,-54.4438362121582,1.6333947859464153,1629.6022866804924,0.04601932406395429,0.09352948588709678,-58.11822780486076,0.7947761880293969,-52.52287895448746,-58.197122758434666,0.5254639533258253,1.7874200741716186,0.19075255079739234,0.0,2.9458548612700937,0.5287256248336599,0.31869579192141895,5.674243803947203,00:01:14.00
75,75.488,-55.31943622712166,1.4054602985420535,2990.075458893394,0.149993886029528,0.18885458669354838,-57.92722517444241,0.32704468768450523,-51.31054798249276,-57.38257094352476,0.48402818864391695,2.809759896953831,0.11530445285064499,0.0,7.358223164578059,0.6711706979493244,0.297945813189397,6.0720229610320064,00:01:15.00
76,76.496,-56.1185519695282,1.4972298284992576,2095.67710286757,0.07746143167241822,0.1045379638671875,-57.84983944892883,0.3206603275611996,-52.85502648353577,-57.37488782405853,0.44407240152359007,1.2708357100827339,-0.554982652112225,0.0,2.964327556799197,0.19994882544277714,0.18938647209097847,4.519861340522767,00:01:16.00
77,77.504,-56.66791288314327,0.8894769030232583,866.1531727134999,0.0038420745742416646,0.03912550403225806,-57.59056103614069,0.26059593548697807,-56.462585572273504,-57.13854488249748,0.4166043558428364,-0.11206509589938614,-0.8276874699245662,0.0,-0.1527385880952374,-0.3552758623331529,0.08539367852891587,0.6759593102239789,00:01:17.00
78,78.496,-56.87475819741526,1.1807019849938731,1053.7112536861869,0.009687701921774813,0.050103956653225805,-58.12939748456401,0.3260365349631156,-54.0762939453125,-57.960450203188,0.40626209012923703,0.13891868188939935,-0.8840510835237838,8.276806181056347,0.12392036422778038,-0.5126573656366352,0.057708101853626056,3.884156257875503,00:01:18.00
79,79.488,-57.20599709787676,0.9262741390735872,839.4313199111141,0.003250241069303355,0.04566217237903226,-58.37147841915007,0.27783596611792044,-56.223423988588394,-57.838533832180886,0.3897001451061618,-0.10882014004001939,-0.8628665508048459,3.6816636504564246,-0.16132894439911716,-0.6370262018424282,0.04661449952692263,1.6151098435924904,00:01:19.00
80,80.496,-56.178789377212524,1.1216624733060598,1702.8554828047945,0.07168225330315177,0.12176513671875,-57.969786524772644,0.3222328433766961,-53.991586327552795,-57.45782721042633,0.44106053113937377,1.0259836853864193,-0.9031949125083122,7.499304824439061,2.907187497658591,-0.4690111172987522,0.09149438060683164,3.466240882873535,00:01:20.00
81,81.504,-51.80818287018807,0.7464337570051993,1211.7833453490389,0.017835802910286105,0.05375819052419355,-52.49288632792811,0.2731006183931904,-58.557405164164884,-51.799964412566155,0.6595908564905966,0.021605428323448053,-0.628757091294407,0.0,0.5666051094513203,-0.4004694123131803,0.12935716140586706,-6.757440751598727,00:01:21.00
82,82.496,-48.596419549757435,1.0152837547563738,692.6732595726144,0.0009056960416566678,0.02127961189516129,-48.95044388309602,0.2889641148428763,-61.54909232354933,-48.243102165960494,0.8201790225121283,-0.10269972503090227,-0.42680635992048604,0.0,-0.528343406577907,-0.39938697141700236,0.16020385815539048,-13.305990157588836,00:01:22.00
83,83.488,-50.71304567398563,1.382531131948194,963.0388253992046,0.005265718098774861,0.03039944556451613,-51.55528050084268,0.5291601731892555,-55.28032155190745,-50.80058891542496,0.7143477163007182,0.5296661626308438,-0.4669283930035957,0.0,0.0005597173900720077,-0.25381126529749093,0.16660143723518897,-4.479732636482485,00:01:23.00
