type,start_seconds,end_seconds,start,end,duration,score,loudness_db,low_db,center_advantage_db
IMPACT,140.96,140.96,00:02:20.96,00:02:20.96,0.0,8.37939224363094,-36.86000442504883,-41.097618103027344,13.232032775878906
HARSH,141.824,141.824,00:02:21.82,00:02:21.82,0.0,18.226072648754354,-40.05229568481445,-43.7204704284668,14.892257690429688
IMPACT,142.272,142.272,00:02:22.27,00:02:22.27,0.0,10.55845824898475,-40.42324066162109,-44.53862762451172,11.208469390869148
IMPACT,143.008,143.008,00:02:23.01,00:02:23.01,0.0,9.023731881439016,-45.85018157958984,-48.94437789916992,8.609947204589844
IMPACT,146.464,146.464,00:02:26.46,00:02:26.46,0.0,12.797482730539267,-35.85830307006836,-36.02178192138672,-5.165721893310547
IMPACT,147.456,147.456,00:02:27.46,00:02:27.46,0.0,10.063608183718294,-46.912330627441406,-47.84865951538086,2.5969886779785156
IMPACT,151.2,151.2,00:02:31.20,00:02:31.20,0.0,9.67674685254984,-38.38238906860352,-39.14781188964844,-2.3816261291503906
IMPACT,153.184,153.184,00:02:33.18,00:02:33.18,0.0,10.09210453274731,-39.73637008666992,-40.28316116333008,-0.561614990234375
IMPACT,154.528,154.528,00:02:34.53,00:02:34.53,0.0,8.62381288953616,-37.51396179199219,-37.54864883422852,-12.699321746826165
HARSH,155.552,155.552,00:02:35.55,00:02:35.55,0.0,14.456108752577281,-38.88712310791016,-42.08800506591797,12.307958602905273
IMPACT,155.552,155.552,00:02:35.55,00:02:35.55,0.0,7.992244433577743,-38.88712310791016,-42.08800506591797,12.307958602905273
IMPACT,156.704,156.704,00:02:36.70,00:02:36.70,0.0,11.954374801076183,-47.16350173950195,-50.96542739868164,11.657508850097663
IMPACT,159.008,159.008,00:02:39.01,00:02:39.01,0.0,17.317741715247568,-29.963638305664062,-40.63079833984375,32.2163028717041
RECOVERY,166.208,171.488,00:02:46.21,00:02:51.49,5.280000000000001,-0.17336513327902642,-50.0029818523361,-50.88564259172922,-4.728826890508812
HARSH,169.792,169.792,00:02:49.79,00:02:49.79,0.0,12.44086118565122,-49.6074447631836,-51.78013229370117,7.774486541748047
IMPACT,169.792,169.792,00:02:49.79,00:02:49.79,0.0,10.242799461335922,-49.6074447631836,-51.78013229370117,7.774486541748047
IMPACT,170.656,170.656,00:02:50.66,00:02:50.66,0.0,7.997699754826413,-50.39714813232422,-51.725624084472656,4.946651458740234
IMPACT,176.192,176.192,00:02:56.19,00:02:56.19,0.0,15.857715773240118,-45.442909240722656,-54.21884536743164,20.509124755859375
IMPACT,177.05599999999998,177.05599999999998,00:02:57.06,00:02:57.06,0.0,17.092665697230142,-34.32880783081055,-42.83624649047852,29.450777053833004
HARSH,177.92000000000002,177.92000000000002,00:02:57.92,00:02:57.92,0.0,26.184323772576384,-46.61097717285156,-54.841156005859375,18.139877319335938
IMPACT,178.4,178.4,00:02:58.40,00:02:58.40,0.0,17.290561073423504,-43.396217346191406,-50.20756530761719,20.878311157226562
SWELL,179.75,187.75,00:02:59.75,00:03:07.75,8.0,13.773824313233582,-40.45915536499023,-41.28582774353028,-3.666988998413086
IMPACT,181.728,181.728,00:03:01.73,00:03:01.73,0.0,11.23409005671478,-39.243045806884766,-40.62870407104492,2.8020896911621094
HARSH,182.72,182.72,00:03:02.72,00:03:02.72,0.0,20.691349824907395,-37.85675048828125,-39.70063400268555,9.028192520141602
IMPACT,224.16,224.16,00:03:44.16,00:03:44.16,0.0,9.593495950689691,-33.69020080566406,-34.895477294921875,-7.157497406005859
IMPACT,229.6,229.6,00:03:49.60,00:03:49.60,0.0,12.986468006452872,-24.69190788269043,-25.234886169433597,9.239295959472656
IMPACT,237.312,237.312,00:03:57.31,00:03:57.31,0.0,7.613897236216492,-46.36302947998047,-50.11963272094727,11.187107086181634
IMPACT,238.912,238.912,00:03:58.91,00:03:58.91,0.0,8.218984961790596,-43.7446403503418,-51.44282531738281,18.77147674560547
IMPACT,239.68,239.68,00:03:59.68,00:03:59.68,0.0,9.005736547343147,-48.76596832275391,-53.42359161376953,9.748226165771477
HARSH,239.744,239.744,00:03:59.74,00:03:59.74,0.0,23.248312428038474,-47.15681457519531,-53.18857192993164,13.10513687133789
SWELL,241.25,245.25,00:04:01.25,00:04:05.25,4.0,6.61559885702048,-49.52151983642578,-51.419378387451175,0.8462356567382815
IMPACT,245.824,245.824,00:04:05.82,00:04:05.82,0.0,10.946928780768058,-42.40610122680664,-44.12971496582031,6.9268035888671875
IMPACT,254.112,254.112,00:04:14.11,00:04:14.11,0.0,7.639919923060724,-46.83315658569336,-48.2685546875,3.8951263427734375
IMPACT,256.416,256.416,00:04:16.42,00:04:16.42,0.0,17.199833628539675,-34.984375,-37.96658706665039,25.59170913696289
IMPACT,259.328,259.328,00:04:19.33,00:04:19.33,0.0,8.413134701574208,-43.8841552734375,-47.262969970703125,11.189659118652344
RECOVERY,265.024,303.168,00:04:25.02,00:05:03.17,38.144000000000005,-0.09060056017515813,-48.28498252299485,-51.660148777286246,-20.566144436422956
SWELL,296.5,304.5,00:04:56.50,00:05:04.50,8.0,8.866910522885597,-45.81576725769043,-52.18892559814453,-22.67924252319336
IMPACT,306.752,306.752,00:05:06.75,00:05:06.75,0.0,9.52564140718349,-40.24781036376953,-47.16399765014648,22.767549514770508
HARSH,308.032,308.032,00:05:08.03,00:05:08.03,0.0,14.90852547071955,-49.53791046142578,-58.53239440917969,13.93527603149414
DRUM_RUN,308.224,308.224,00:05:08.22,00:05:08.22,0.0,2.426113295787391,-34.862640380859375,-48.71487045288086,30.224260330200195
IMPACT,308.64,308.64,00:05:08.64,00:05:08.64,0.0,8.165212319797948,-37.18952560424805,-51.91670227050781,26.89403533935547
IMPACT,309.632,309.632,00:05:09.63,00:05:09.63,0.0,7.8508024160160215,-44.23501968383789,-49.55431365966797,19.820178985595703
IMPACT,310.432,310.432,00:05:10.43,00:05:10.43,0.0,11.974790564058848,-49.88208770751953,-59.71332931518555,16.66743850708007
HARSH,312.096,312.096,00:05:12.10,00:05:12.10,0.0,22.65660476424943,-43.05889892578125,-53.20524215698242,22.277183532714844
IMPACT,312.096,312.096,00:05:12.10,00:05:12.10,0.0,10.070278281781025,-43.05889892578125,-53.20524215698242,22.277183532714844
IMPACT,314.88,314.88,00:05:14.88,00:05:14.88,0.0,8.522982436873933,-43.668487548828125,-51.00120544433594,20.466190338134766
RECOVERY,318.944,336.352,00:05:18.94,00:05:36.35,17.40799999999996,-0.11038006266606237,-48.108500314415046,-51.819067837776394,-12.862982128738263
IMPACT,337.376,337.376,00:05:37.38,00:05:37.38,0.0,7.687253153377011,-47.22738265991211,-54.46894073486328,9.381240844726562
HARSH,341.472,341.472,00:05:41.47,00:05:41.47,0.0,13.934696960153682,-47.22013473510742,-53.40580368041992,9.134479522705078
IMPACT,341.504,341.504,00:05:41.50,00:05:41.50,0.0,9.398931849868132,-47.32473373413086,-53.34695816040039,9.493743896484375
RECOVERY,343.168,355.456,00:05:43.17,00:05:55.46,12.288000000000011,-0.14719290943565697,-48.63472002698229,-54.207630018754436,-13.45075231775061
HARSH,358.912,358.912,00:05:58.91,00:05:58.91,0.0,14.103194864516897,-51.48982238769531,-58.23005676269531,7.152088165283196
IMPACT,365.824,365.824,00:06:05.82,00:06:05.82,0.0,8.335952960286123,-37.14686965942383,-39.86246871948242,10.878087997436523
IMPACT,379.424,379.424,00:06:19.42,00:06:19.42,0.0,10.69753477645014,-43.51095199584961,-48.71908187866211,-2.2851600646972656
IMPACT,388.32,388.32,00:06:28.32,00:06:28.32,0.0,9.303864420820112,-39.044193267822266,-49.1009521484375,-14.041500091552727
RECOVERY,388.992,394.816,00:06:28.99,00:06:34.82,5.823999999999955,-0.18289109144798335,-44.88703138841306,-51.05789036568397,-8.164501336102928
HIGH_LOAD,403.328,409.984,00:06:43.33,00:06:49.98,6.656000000000006,0.630597992555208,-41.080685410202975,-49.484417527486265,17.935362510133587
BARRAGE,403.488,427.392,00:06:43.49,00:07:07.39,23.903999999999996,2.0343825594560045,-41.17810455363065,-46.78284790936638,10.334234831804897
IMPACT,403.616,403.616,00:06:43.62,00:06:43.62,0.0,10.06672521589727,-36.709598541259766,-45.57215118408203,25.575481414794922
IMPACT,405.024,405.024,00:06:45.02,00:06:45.02,0.0,10.893860066218114,-46.08657836914063,-51.99253463745117,11.780120849609375
HARSH,405.056,405.056,00:06:45.06,00:06:45.06,0.0,19.347145494900605,-42.993350982666016,-52.79079055786133,14.225223541259766
DRUM_RUN,406.112,406.112,00:06:46.11,00:06:46.11,0.0,3.1421627532804663,-35.735843658447266,-45.86726379394531,21.4535083770752
IMPACT,406.176,406.176,00:06:46.18,00:06:46.18,0.0,8.930937215908784,-33.644195556640625,-46.65679550170898,22.411968231201172
IMPACT,407.808,407.808,00:06:47.81,00:06:47.81,0.0,9.123261101734439,-42.042930603027344,-52.40092849731445,22.478130340576165
HARSH,408.864,408.864,00:06:48.86,00:06:48.86,0.0,14.887167441579296,-41.00506591796875,-47.43914794921875,22.22905731201172
IMPACT,409.376,409.376,00:06:49.38,00:06:49.38,0.0,10.430463014540983,-37.72844696044922,-49.71333312988281,25.890512466430664
HIGH_LOAD,410.656,416.416,00:06:50.66,00:06:56.42,5.759999999999991,0.5835637108713874,-42.763016864081116,-48.030092228842044,11.544059331904458
IMPACT,410.944,410.944,00:06:50.94,00:06:50.94,0.0,11.422332985964829,-44.01119995117188,-48.26496124267578,18.255386352539062
IMPACT,412.128,412.128,00:06:52.13,00:06:52.13,0.0,19.820985997108362,-39.51788330078125,-49.40729141235352,22.267738342285156
HARSH,412.416,412.416,00:06:52.42,00:06:52.42,0.0,13.182923965009758,-41.20784759521485,-47.13222503662109,18.5658016204834
DRUM_RUN,412.96,412.96,00:06:52.96,00:06:52.96,0.0,3.4159567884328284,-42.13097381591797,-46.44018173217773,16.134445190429688
IMPACT,413.44,413.44,00:06:53.44,00:06:53.44,0.0,16.780976569086196,-39.95404815673828,-48.58808898925781,18.01705551147461
IMPACT,415.264,415.264,00:06:55.26,00:06:55.26,0.0,12.783103085315668,-42.27827453613281,-47.945194244384766,9.670101165771491
HIGH_LOAD,416.8,427.008,00:06:56.80,00:07:07.01,10.20799999999997,0.5956334097118304,-39.58315111398697,-43.89371209144592,6.628818768262863
IMPACT,418.016,418.016,00:06:58.02,00:06:58.02,0.0,11.074361019545426,-36.554534912109375,-46.23672866821289,19.409362792968754
IMPACT,419.392,419.392,00:06:59.39,00:06:59.39,0.0,10.737109730998705,-39.30964660644531,-41.34886932373047,4.439682006835945
IMPACT,421.088,421.088,00:07:01.09,00:07:01.09,0.0,8.159285216721637,-38.29132461547852,-43.514984130859375,9.540731430053711
HARSH,421.28,421.28,00:07:01.28,00:07:01.28,0.0,13.443525095152216,-41.57730865478516,-45.63811874389648,7.621829986572266
IMPACT,421.984,421.984,00:07:01.98,00:07:01.98,0.0,10.630497769764268,-37.085479736328125,-46.79231643676758,13.934226989746094
IMPACT,423.648,423.648,00:07:03.65,00:07:03.65,0.0,10.584648578473498,-35.08783721923828,-43.78023147583008,15.768348693847653
DRUM_RUN,424.576,424.576,00:07:04.58,00:07:04.58,0.0,2.2223839793463633,-40.87794494628906,-42.91580581665039,-15.533161163330078
IMPACT,425.152,425.152,00:07:05.15,00:07:05.15,0.0,11.308248789069692,-38.11002349853516,-44.82511138916016,10.441780090332038
IMPACT,425.92,425.92,00:07:05.92,00:07:05.92,0.0,10.88202738116034,-36.52120208740234,-42.190574645996094,9.01327896118164
RECOVERY,432.864,446.56,00:07:12.86,00:07:26.56,13.696000000000026,-0.12490230664671556,-46.208678816859816,-48.68006822279283,-11.271055012594013
SWELL,436.75,442.75,00:07:16.75,00:07:22.75,6.0,6.310978803079514,-47.69149910829921,-49.57181649029574,-13.019866229378604
IMPACT,447.328,447.328,00:07:27.33,00:07:27.33,0.0,7.6880104959884585,-38.227840423583984,-43.33930969238281,18.395729064941406
HARSH,447.424,447.424,00:07:27.42,00:07:27.42,0.0,20.533840841012992,-42.29341506958008,-45.79576110839844,12.30533218383789
HARSH,451.2,451.2,00:07:31.20,00:07:31.20,0.0,13.540973639338,-42.93321228027344,-47.48754501342773,11.858505249023438
SWELL,453.5,459.5,00:07:33.50,00:07:39.50,6.0,11.664457229019305,-35.981577700756965,-38.80492931731204,-21.752635955810547
SWELL,468.75,472.75,00:07:48.75,00:07:52.75,4.0,10.965949256837924,-32.89038302612305,-34.538309722900394,-25.25975312805176
RECOVERY,476.096,482.08,00:07:56.10,00:08:02.08,5.9839999999999804,-0.18620254526728833,-35.88049525402962,-36.45773674579377,-23.14293180628026
RECOVERY,485.152,496.864,00:08:05.15,00:08:16.86,11.711999999999989,-0.11271473222611214,-43.40451902134867,-44.92749846663722,-24.62463337329168
SWELL,491.5,499.5,00:08:11.50,00:08:19.50,8.0,19.450057475175065,-41.37373443603516,-43.60019094085693,-22.440546989440918
IMPACT,497.632,497.632,00:08:17.63,00:08:17.63,0.0,11.264449561076813,-39.77111053466797,-43.20176696777344,-5.689353942871101
IMPACT,498.944,498.944,00:08:18.94,00:08:18.94,0.0,14.167293822600607,-29.05095863342285,-31.934232711791992,-2.53631591796875
IMPACT,500.704,500.704,00:08:20.70,00:08:20.70,0.0,10.688694035956376,-31.262636184692383,-33.24205780029297,11.210390090942383
IMPACT,504.032,504.032,00:08:24.03,00:08:24.03,0.0,8.727722433118885,-28.5538387298584,-29.016544342041016,-17.995712280273438
IMPACT,525.28,525.28,00:08:45.28,00:08:45.28,0.0,11.942776186267583,-26.94778060913086,-29.412803649902344,14.09526252746582
IMPACT,543.008,543.008,00:09:03.01,00:09:03.01,0.0,8.227219928155945,-30.965940475463867,-33.181766510009766,-0.7523612976074219
HARSH,546.816,546.816,00:09:06.82,00:09:06.82,0.0,13.948602788963061,-32.04442596435547,-35.43033981323242,4.020763397216797
IMPACT,546.848,546.848,00:09:06.85,00:09:06.85,0.0,13.39302536416657,-28.38988304138184,-30.376686096191406,0.8019218444824183
IMPACT,558.112,558.112,00:09:18.11,00:09:18.11,0.0,8.140560853696195,-26.419795989990234,-29.51826477050781,19.178964614868164
HARSH,559.04,559.04,00:09:19.04,00:09:19.04,0.0,22.58507883976976,-28.790809631347656,-31.72687721252441,11.402839660644528
IMPACT,559.04,559.04,00:09:19.04,00:09:19.04,0.0,11.196922139505144,-28.790809631347656,-31.72687721252441,11.402839660644528
IMPACT,562.688,562.688,00:09:22.69,00:09:22.69,0.0,8.26209630837216,-25.542165756225582,-27.29845428466797,21.908456802368164
RECOVERY,581.12,588.928,00:09:41.12,00:09:48.93,7.807999999999993,-0.08485080625573257,-69.43617516342475,-74.64126178975008,7.518575336622155
HARSH,589.408,589.408,00:09:49.41,00:09:49.41,0.0,14.435518421556244,-43.02056884765625,-62.45809173583984,-33.61892318725586
IMPACT,589.472,589.472,00:09:49.47,00:09:49.47,0.0,23.11900432935314,-39.621673583984375,-58.76704406738281,-17.98079299926757
HARSH,598.368,598.368,00:09:58.37,00:09:58.37,0.0,16.046995776495862,-38.27071762084961,-41.73930740356445,5.8228607177734375
HARSH,603.328,603.328,00:10:03.33,00:10:03.33,0.0,15.517021644640614,-34.10773468017578,-40.15892791748047,9.748481750488281
IMPACT,603.328,603.328,00:10:03.33,00:10:03.33,0.0,8.047262276891413,-34.10773468017578,-40.15892791748047,9.748481750488281
HARSH,606.528,606.528,00:10:06.53,00:10:06.53,0.0,19.1866546935182,-34.743865966796875,-40.65208053588867,9.141136169433594
IMPACT,606.528,606.528,00:10:06.53,00:10:06.53,0.0,10.167326118985686,-34.743865966796875,-40.65208053588867,9.141136169433594
IMPACT,607.744,607.744,00:10:07.74,00:10:07.74,0.0,8.95990254094327,-26.508773803710938,-30.023813247680664,-22.301284790039062
HARSH,612.384,612.384,00:10:12.38,00:10:12.38,0.0,19.84703621219604,-42.20003128051758,-49.2685775756836,7.354957580566399
IMPACT,612.384,612.384,00:10:12.38,00:10:12.38,0.0,8.123772394747373,-42.20003128051758,-49.2685775756836,7.354957580566399
HARSH,615.456,615.456,00:10:15.46,00:10:15.46,0.0,28.369024894684877,-35.87356185913086,-45.28873825073242,19.818248748779297
IMPACT,615.52,615.52,00:10:15.52,00:10:15.52,0.0,13.291256266729038,-34.92190933227539,-49.96076202392578,21.39856338500977
IMPACT,617.664,617.664,00:10:17.66,00:10:17.66,0.0,7.621112558247445,-40.19488525390625,-48.60101318359375,14.939121246337894
HARSH,619.136,619.136,00:10:19.14,00:10:19.14,0.0,12.291163071432116,-44.76750183105469,-49.484893798828125,5.279083251953125
IMPACT,622.208,622.208,00:10:22.21,00:10:22.21,0.0,14.063754186919942,-32.40290832519531,-40.591678619384766,23.8638973236084
HARSH,622.848,622.848,00:10:22.85,00:10:22.85,0.0,20.391066612885744,-34.481040954589844,-39.76087188720703,19.867664337158203
IMPACT,626.24,626.24,00:10:26.24,00:10:26.24,0.0,9.014930110359398,-29.51907730102539,-34.543975830078125,20.710514068603516
IMPACT,628.096,628.096,00:10:28.10,00:10:28.10,0.0,8.505575251014397,-34.69007110595703,-39.26819610595703,11.564599990844727
HARSH,628.928,628.928,00:10:28.93,00:10:28.93,0.0,23.798342739915267,-34.84430694580078,-40.18401718139648,16.51479148864746
IMPACT,628.928,628.928,00:10:28.93,00:10:28.93,0.0,10.991595169733126,-34.84430694580078,-40.18401718139648,16.51479148864746
HARSH,639.968,639.968,00:10:39.97,00:10:39.97,0.0,11.710050948012068,-32.50820541381836,-37.08727645874024,6.981620788574219
IMPACT,639.968,639.968,00:10:39.97,00:10:39.97,0.0,8.248784510820784,-32.50820541381836,-37.08727645874024,6.981620788574219
IMPACT,643.84,643.84,00:10:43.84,00:10:43.84,0.0,10.247457538048836,-28.38224220275879,-30.418846130371094,16.144113540649414
IMPACT,645.92,645.92,00:10:45.92,00:10:45.92,0.0,8.317074149812894,-24.768299102783203,-25.224750518798828,16.747203826904297
IMPACT,649.824,649.824,00:10:49.82,00:10:49.82,0.0,11.166571085665613,-38.4815559387207,-45.54973983764648,11.546180725097656
HARSH,649.856,649.856,00:10:49.86,00:10:49.86,0.0,23.609437738350017,-39.3978271484375,-46.35624313354492,10.974723815917976
IMPACT,650.848,650.848,00:10:50.85,00:10:50.85,0.0,8.708820396710891,-39.018585205078125,-44.31597900390625,9.854578018188473
IMPACT,654.304,654.304,00:10:54.30,00:10:54.30,0.0,11.339471052633426,-37.86709213256836,-44.275169372558594,11.098356246948242
HIGH_LOAD,655.52,659.872,00:10:55.52,00:10:59.87,4.351999999999975,0.508814661382433,-38.42154740939175,-42.932172817035315,3.932101437645237
HARSH,657.152,657.152,00:10:57.15,00:10:57.15,0.0,28.345140170085745,-35.225948333740234,-43.484745025634766,16.752605438232422
IMPACT,657.632,657.632,00:10:57.63,00:10:57.63,0.0,15.619161510004439,-35.32929229736328,-42.95331573486328,13.771512985229489
HIGH_LOAD,663.296,667.296,00:11:03.30,00:11:07.30,4.0,0.47825321877557436,-40.19313563997783,-46.69744046529134,-1.7824932885548426
IMPACT,663.744,663.744,00:11:03.74,00:11:03.74,0.0,9.799904808747808,-37.7535400390625,-46.74829864501953,8.947830200195312
HARSH,663.776,663.776,00:11:03.78,00:11:03.78,0.0,14.816922698730062,-38.20738983154297,-46.880615234375,9.909408569335938
HIGH_LOAD,673.856,689.248,00:11:13.86,00:11:29.25,15.392000000000053,0.5048574180928408,-43.437561169699514,-47.13942995506698,-0.37181790933569436
HARSH,676.288,676.288,00:11:16.29,00:11:16.29,0.0,19.81794767827072,-42.37663650512695,-48.85429382324219,9.972949981689446
IMPACT,676.32,676.32,00:11:16.32,00:11:16.32,0.0,8.652416034035316,-42.73992538452149,-50.304481506347656,10.334571838378906
IMPACT,679.776,679.776,00:11:19.78,00:11:19.78,0.0,13.474298824376294,-42.11602020263672,-47.65495681762695,8.699714660644531
HARSH,680.032,680.032,00:11:20.03,00:11:20.03,0.0,31.727668744013645,-42.90692901611328,-47.84397888183594,9.837226867675781
IMPACT,684.32,684.32,00:11:24.32,00:11:24.32,0.0,16.24220835567067,-39.3056755065918,-47.86503601074219,12.696990966796875
HARSH,684.384,684.384,00:11:24.38,00:11:24.38,0.0,29.324936574042844,-40.81562423706055,-48.805545806884766,12.278976440429691
